"","tFirst","tSecond","type"
"66",2021-06-17 21:41:46,2021-06-18 11:15:03,1
"67",2021-06-18 11:15:03,2021-06-18 21:41:22,2
"68",2021-06-18 21:41:22,2021-06-19 10:55:55,1
"69",2021-06-19 10:55:55,2021-06-19 21:39:20,2
"70",2021-06-19 21:39:20,2021-06-20 11:10:48,1
"71",2021-06-20 11:10:48,2021-06-20 21:37:04,2
"72",2021-06-20 21:37:04,2021-06-21 11:13:49,1
"73",2021-06-21 11:13:49,2021-06-21 21:36:39,2
"74",2021-06-21 21:36:39,2021-06-22 11:00:21,1
"75",2021-06-22 11:00:21,2021-06-22 21:40:12,2
"76",2021-06-22 21:40:12,2021-06-23 10:55:52,1
"77",2021-06-23 10:55:52,2021-06-23 21:36:13,2
"78",2021-06-23 21:36:13,2021-06-24 10:50:57,1
"79",2021-06-24 10:50:57,2021-06-24 21:31:38,2
"80",2021-06-24 21:31:38,2021-06-25 10:50:56,1
"81",2021-06-25 10:50:56,2021-06-25 21:55:14,2
"82",2021-06-25 21:55:14,2021-06-26 11:10:55,1
"83",2021-06-26 11:10:55,2021-06-26 21:38:06,2
"84",2021-06-26 21:38:06,2021-06-27 11:15:26,1
"85",2021-06-27 11:15:26,2021-06-27 22:11:11,2
"86",2021-06-27 22:11:11,2021-06-28 11:05:57,1
"87",2021-06-28 11:05:57,2021-06-28 21:36:09,2
"88",2021-06-28 21:36:09,2021-06-29 11:11:44,1
"89",2021-06-29 11:11:44,2021-06-29 21:36:05,2
"90",2021-06-29 21:36:05,2021-06-30 11:30:19,1
"91",2021-06-30 11:30:19,2021-06-30 21:25:01,2
"92",2021-06-30 21:25:01,2021-07-01 11:32:36,1
"93",2021-07-01 11:32:36,2021-07-01 21:21:41,2
"94",2021-07-01 21:21:41,2021-07-02 11:30:30,1
"95",2021-07-02 11:30:30,2021-07-02 21:24:32,2
"96",2021-07-02 21:24:32,2021-07-03 11:33:01,1
"97",2021-07-03 11:33:01,2021-07-03 21:29:32,2
"98",2021-07-03 21:29:32,2021-07-04 11:34:37,1
"99",2021-07-04 11:34:37,2021-07-04 21:26:42,2
"100",2021-07-04 21:26:42,2021-07-05 11:33:38,1
"101",2021-07-05 11:33:38,2021-07-05 21:27:03,2
"102",2021-07-05 21:27:03,2021-07-06 11:32:32,1
"103",2021-07-06 11:32:32,2021-07-06 21:29:33,2
"104",2021-07-06 21:29:33,2021-07-07 11:33:42,1
"105",2021-07-07 11:33:42,2021-07-07 21:28:24,2
"106",2021-07-07 21:28:24,2021-07-08 11:36:48,1
"107",2021-07-08 11:36:48,2021-07-08 21:27:04,2
"108",2021-07-08 21:27:04,2021-07-09 11:33:43,1
"109",2021-07-09 11:33:43,2021-07-09 21:31:28,2
"110",2021-07-09 21:31:28,2021-07-10 11:30:44,1
"111",2021-07-10 11:30:44,2021-07-10 21:33:25,2
"112",2021-07-10 21:33:25,2021-07-11 11:35:34,1
"113",2021-07-11 11:35:34,2021-07-11 21:31:35,2
"114",2021-07-11 21:31:35,2021-07-12 11:35:25,1
"115",2021-07-12 11:35:25,2021-07-12 21:31:36,2
"116",2021-07-12 21:31:36,2021-07-13 11:35:45,1
"117",2021-07-13 11:35:45,2021-07-13 21:27:06,2
"118",2021-07-13 21:27:06,2021-07-14 11:37:35,1
"119",2021-07-14 11:37:35,2021-07-14 21:29:37,2
"120",2021-07-14 21:29:37,2021-07-15 11:32:36,1
"121",2021-07-15 11:32:36,2021-07-15 21:36:37,2
"122",2021-07-15 21:36:37,2021-07-16 11:25:26,1
"123",2021-07-16 11:25:26,2021-07-16 21:34:37,2
"124",2021-07-16 21:34:37,2021-07-17 11:27:07,1
"125",2021-07-17 11:27:07,2021-07-17 21:36:48,2
"126",2021-07-17 21:36:48,2021-07-18 11:25:27,1
"127",2021-07-18 11:25:27,2021-07-18 21:48:08,2
"128",2021-07-18 21:48:08,2021-07-19 11:24:07,1
"129",2021-07-19 11:24:07,2021-07-19 21:38:59,2
"130",2021-07-19 21:38:59,2021-07-20 11:20:48,1
"131",2021-07-20 11:20:48,2021-07-20 21:46:33,2
"132",2021-07-20 21:46:33,2021-07-21 11:27:08,1
"133",2021-07-21 11:27:08,2021-07-21 21:34:39,2
"134",2021-07-21 21:34:39,2021-07-22 11:30:39,1
"135",2021-07-22 11:30:39,2021-07-22 21:36:40,2
"136",2021-07-22 21:36:40,2021-07-23 11:30:09,1
"137",2021-07-23 11:30:09,2021-07-23 21:38:30,2
"138",2021-07-23 21:38:30,2021-07-24 11:25:57,1
"139",2021-07-24 11:25:57,2021-07-24 21:46:41,2
"140",2021-07-24 21:46:41,2021-07-25 11:25:30,1
"141",2021-07-25 11:25:30,2021-07-25 21:39:41,2
"142",2021-07-25 21:39:41,2021-07-26 11:25:55,1
"143",2021-07-26 11:25:55,2021-07-26 21:38:32,2
"144",2021-07-26 21:38:32,2021-07-27 11:20:11,1
"145",2021-07-27 11:20:11,2021-07-27 21:43:32,2
"146",2021-07-27 21:43:32,2021-07-28 11:07:41,1
"147",2021-07-28 11:07:41,2021-07-28 21:44:42,2
"148",2021-07-28 21:44:42,2021-07-29 11:12:42,1
"149",2021-07-29 11:12:42,2021-07-29 21:39:43,2
"150",2021-07-29 21:39:43,2021-07-30 11:18:52,1
"151",2021-07-30 11:18:52,2021-07-30 21:44:43,2
"152",2021-07-30 21:44:43,2021-07-31 11:15:48,1
"153",2021-07-31 11:15:48,2021-07-31 21:45:14,2
"154",2021-07-31 21:45:14,2021-08-01 11:10:43,1
"155",2021-08-01 11:10:43,2021-08-01 21:47:14,2
"156",2021-08-01 21:47:14,2021-08-02 11:09:13,1
"157",2021-08-02 11:09:13,2021-08-02 21:43:15,2
"158",2021-08-02 21:43:15,2021-08-03 11:12:44,1
"159",2021-08-03 11:12:44,2021-08-03 21:56:28,2
"160",2021-08-03 21:56:28,2021-08-04 10:50:14,1
"161",2021-08-04 10:50:14,2021-08-04 22:01:39,2
"162",2021-08-04 22:01:39,2021-08-05 10:54:15,1
"163",2021-08-05 10:54:15,2021-08-05 21:54:40,2
"164",2021-08-05 21:54:40,2021-08-06 10:50:45,1
"165",2021-08-06 10:50:45,2021-08-06 22:01:25,2
"166",2021-08-06 22:01:25,2021-08-07 11:04:15,1
"167",2021-08-07 11:04:15,2021-08-07 21:54:47,2
"168",2021-08-07 21:54:47,2021-08-08 11:03:56,1
"169",2021-08-08 11:03:56,2021-08-08 21:51:55,2
"170",2021-08-08 21:51:55,2021-08-09 10:54:16,1
"171",2021-08-09 10:54:16,2021-08-09 21:54:47,2
"172",2021-08-09 21:54:47,2021-08-10 11:00:17,1
"173",2021-08-10 11:00:17,2021-08-10 21:55:33,2
"174",2021-08-10 21:55:33,2021-08-11 11:07:47,1
"175",2021-08-11 11:07:47,2021-08-11 21:51:38,2
"176",2021-08-11 21:51:38,2021-08-12 11:05:38,1
"177",2021-08-12 11:05:38,2021-08-12 21:50:19,2
"178",2021-08-12 21:50:19,2021-08-13 11:12:03,1
"179",2021-08-13 11:12:03,2021-08-13 22:11:49,2
"180",2021-08-13 22:11:49,2021-08-14 11:07:48,1
"181",2021-08-14 11:07:48,2021-08-14 21:53:20,2
"182",2021-08-14 21:53:20,2021-08-15 11:10:41,1
"183",2021-08-15 11:10:41,2021-08-15 21:46:40,2
"184",2021-08-15 21:46:40,2021-08-16 11:07:49,1
"185",2021-08-16 11:07:49,2021-08-16 21:47:52,2
"186",2021-08-16 21:47:52,2021-08-17 11:07:50,1
"187",2021-08-17 11:07:50,2021-08-17 21:52:45,2
"188",2021-08-17 21:52:45,2021-08-18 11:00:56,1
"189",2021-08-18 11:00:56,2021-08-18 21:56:35,2
"190",2021-08-18 21:56:35,2021-08-19 11:02:05,1
"191",2021-08-19 11:02:05,2021-08-19 21:51:42,2
"192",2021-08-19 21:51:42,2021-08-20 11:09:01,1
"193",2021-08-20 11:09:01,2021-08-20 21:52:22,2
"194",2021-08-20 21:52:22,2021-08-21 10:56:12,1
"195",2021-08-21 10:56:12,2021-08-21 21:52:02,2
"196",2021-08-21 21:52:02,2021-08-22 11:00:42,1
"197",2021-08-22 11:00:42,2021-08-22 21:51:43,2
"198",2021-08-22 21:51:43,2021-08-23 11:02:52,1
"199",2021-08-23 11:02:52,2021-08-23 21:49:53,2
"200",2021-08-23 21:49:53,2021-08-24 10:59:23,1
"201",2021-08-24 10:59:23,2021-08-24 21:57:24,2
"202",2021-08-24 21:57:24,2021-08-25 10:59:23,1
"203",2021-08-25 10:59:23,2021-08-25 21:49:54,2
"204",2021-08-25 21:49:54,2021-08-26 10:55:23,1
"205",2021-08-26 10:55:23,2021-08-26 21:54:55,2
"206",2021-08-26 21:54:55,2021-08-27 10:52:54,1
"207",2021-08-27 10:52:54,2021-08-27 21:57:25,2
"208",2021-08-27 21:57:25,2021-08-28 10:57:54,1
"209",2021-08-28 10:57:54,2021-08-28 21:53:45,2
"210",2021-08-28 21:53:45,2021-08-29 10:54:25,1
"211",2021-08-29 10:54:25,2021-08-29 21:55:26,2
"212",2021-08-29 21:55:26,2021-08-30 10:57:55,1
"213",2021-08-30 10:57:55,2021-08-30 21:58:26,2
"214",2021-08-30 21:58:26,2021-08-31 10:47:25,1
"215",2021-08-31 10:47:25,2021-08-31 21:57:07,2
"216",2021-08-31 21:57:07,2021-09-01 10:49:26,1
"217",2021-09-01 10:49:26,2021-09-01 21:57:07,2
"218",2021-09-01 21:57:07,2021-09-02 10:51:09,1
"219",2021-09-02 10:51:09,2021-09-02 21:54:58,2
"220",2021-09-02 21:54:58,2021-09-03 10:54:07,1
"221",2021-09-03 10:54:07,2021-09-03 21:57:28,2
"222",2021-09-03 21:57:28,2021-09-04 10:50:27,1
"223",2021-09-04 10:50:27,2021-09-04 21:50:43,2
"224",2021-09-04 21:50:43,2021-09-05 10:44:28,1
"225",2021-09-05 10:44:28,2021-09-05 21:57:09,2
"226",2021-09-05 21:57:09,2021-09-06 10:45:48,1
"227",2021-09-06 10:45:48,2021-09-06 21:54:59,2
"228",2021-09-06 21:54:59,2021-09-07 10:47:28,1
"229",2021-09-07 10:47:28,2021-09-07 21:56:39,2
"230",2021-09-07 21:56:39,2021-09-08 10:44:29,1
"231",2021-09-08 10:44:29,2021-09-08 21:57:05,2
"232",2021-09-08 21:57:05,2021-09-09 10:47:29,1
"233",2021-09-09 10:47:29,2021-09-09 21:57:00,2
"234",2021-09-09 21:57:00,2021-09-10 10:45:30,1
"235",2021-09-10 10:45:30,2021-09-10 22:05:01,2
"236",2021-09-10 22:05:01,2021-09-11 10:36:18,1
"237",2021-09-11 10:36:18,2021-09-11 22:06:37,2
"238",2021-09-11 22:06:37,2021-09-12 10:39:46,1
"239",2021-09-12 10:39:46,2021-09-12 22:05:32,2
"240",2021-09-12 22:05:32,2021-09-13 10:41:01,1
"241",2021-09-13 10:41:01,2021-09-13 21:57:42,2
"242",2021-09-13 21:57:42,2021-09-14 10:30:51,1
"243",2021-09-14 10:30:51,2021-09-14 22:02:57,2
"244",2021-09-14 22:02:57,2021-09-15 10:34:47,1
"245",2021-09-15 10:34:47,2021-09-15 22:03:33,2
"246",2021-09-15 22:03:33,2021-09-16 10:14:32,1
"247",2021-09-16 10:14:32,2021-09-16 22:03:33,2
"248",2021-09-16 22:03:33,2021-09-17 10:30:33,1
"249",2021-09-17 10:30:33,2021-09-17 22:01:38,2
"250",2021-09-17 22:01:38,2021-09-18 10:40:09,1
"251",2021-09-18 10:40:09,2021-09-18 22:13:54,2
"252",2021-09-18 22:13:54,2021-09-19 10:40:33,1
"253",2021-09-19 10:40:33,2021-09-19 22:21:44,2
"254",2021-09-19 22:21:44,2021-09-20 10:54:10,1
"255",2021-09-20 10:54:10,2021-09-20 22:32:03,2
"256",2021-09-20 22:32:03,2021-09-21 10:48:04,1
"257",2021-09-21 10:48:04,2021-09-21 22:25:05,2
"258",2021-09-21 22:25:05,2021-09-22 10:53:35,1
"259",2021-09-22 10:53:35,2021-09-22 22:32:36,2
"260",2021-09-22 22:32:36,2021-09-23 10:39:35,1
"261",2021-09-23 10:39:35,2021-09-23 22:23:36,2
"262",2021-09-23 22:23:36,2021-09-24 10:49:51,1
"263",2021-09-24 10:49:51,2021-09-24 22:26:43,2
"264",2021-09-24 22:26:43,2021-09-25 10:50:12,1
"265",2021-09-25 10:50:12,2021-09-25 22:15:07,2
"266",2021-09-25 22:15:07,2021-09-26 10:46:06,1
"267",2021-09-26 10:46:06,2021-09-26 22:21:48,2
"268",2021-09-26 22:21:48,2021-09-27 10:52:22,1
"269",2021-09-27 10:52:22,2021-09-27 22:36:39,2
"270",2021-09-27 22:36:39,2021-09-28 10:47:22,1
"271",2021-09-28 10:47:22,2021-09-28 22:32:48,2
"272",2021-09-28 22:32:48,2021-09-29 10:43:08,1
"273",2021-09-29 10:43:08,2021-09-29 22:26:56,2
"274",2021-09-29 22:26:56,2021-09-30 10:29:38,1
"275",2021-09-30 10:29:38,2021-09-30 22:25:03,2
"276",2021-09-30 22:25:03,2021-10-01 10:34:18,1
"277",2021-10-01 10:34:18,2021-10-01 22:28:40,2
"278",2021-10-01 22:28:40,2021-10-02 10:39:54,1
"279",2021-10-02 10:39:54,2021-10-02 22:28:22,2
"280",2021-10-02 22:28:22,2021-10-03 10:35:39,1
"281",2021-10-03 10:35:39,2021-10-03 22:30:11,2
"282",2021-10-03 22:30:11,2021-10-04 10:31:38,1
"283",2021-10-04 10:31:38,2021-10-04 22:28:48,2
"284",2021-10-04 22:28:48,2021-10-05 10:34:40,1
"285",2021-10-05 10:34:40,2021-10-05 22:34:01,2
"286",2021-10-05 22:34:01,2021-10-06 11:18:11,1
"287",2021-10-06 11:18:11,2021-10-06 22:39:02,2
"288",2021-10-06 22:39:02,2021-10-07 10:29:41,1
"289",2021-10-07 10:29:41,2021-10-07 22:33:42,2
"290",2021-10-07 22:33:42,2021-10-08 10:10:41,1
"291",2021-10-08 10:10:41,2021-10-08 22:42:43,2
"292",2021-10-08 22:42:43,2021-10-09 10:26:35,1
"293",2021-10-09 10:26:35,2021-10-09 22:33:36,2
"294",2021-10-09 22:33:36,2021-10-10 10:31:02,1
"295",2021-10-10 10:31:02,2021-10-10 22:41:48,2
"296",2021-10-10 22:41:48,2021-10-11 10:13:13,1
"297",2021-10-11 10:13:13,2021-10-11 22:32:54,2
"298",2021-10-11 22:32:54,2021-10-12 10:33:13,1
"299",2021-10-12 10:33:13,2021-10-12 22:46:59,2
"300",2021-10-12 22:46:59,2021-10-13 10:29:43,1
"301",2021-10-13 10:29:43,2021-10-13 22:35:15,2
"302",2021-10-13 22:35:15,2021-10-14 10:16:04,1
"303",2021-10-14 10:16:04,2021-10-14 22:37:45,2
"304",2021-10-14 22:37:45,2021-10-15 10:15:44,1
"305",2021-10-15 10:15:44,2021-10-15 22:38:31,2
"306",2021-10-15 22:38:31,2021-10-16 10:26:05,1
"307",2021-10-16 10:26:05,2021-10-16 23:02:46,2
"308",2021-10-16 23:02:46,2021-10-17 10:19:25,1
"309",2021-10-17 10:19:25,2021-10-17 22:30:16,2
"310",2021-10-17 22:30:16,2021-10-18 10:31:31,1
"311",2021-10-18 10:31:31,2021-10-18 22:32:22,2
"312",2021-10-18 22:32:22,2021-10-19 10:29:46,1
"313",2021-10-19 10:29:46,2021-10-19 22:28:47,2
"314",2021-10-19 22:28:47,2021-10-20 10:29:46,1
"315",2021-10-20 10:29:46,2021-10-20 22:33:48,2
"316",2021-10-20 22:33:48,2021-10-21 10:33:17,1
"317",2021-10-21 10:33:17,2021-10-21 22:42:08,2
"318",2021-10-21 22:42:08,2021-10-22 10:20:47,1
"319",2021-10-22 10:20:47,2021-10-22 22:46:58,2
"320",2021-10-22 22:46:58,2021-10-23 10:23:18,1
"321",2021-10-23 10:23:18,2021-10-23 22:47:24,2
"322",2021-10-23 22:47:24,2021-10-24 10:24:48,1
"323",2021-10-24 10:24:48,2021-10-24 22:48:49,2
"324",2021-10-24 22:48:49,2021-10-25 10:24:49,1
"325",2021-10-25 10:24:49,2021-10-25 22:47:30,2
"326",2021-10-25 22:47:30,2021-10-26 10:05:49,1
"327",2021-10-26 10:05:49,2021-10-26 22:58:14,2
"328",2021-10-26 22:58:14,2021-10-27 10:19:49,1
"329",2021-10-27 10:19:49,2021-10-27 22:36:55,2
"330",2021-10-27 22:36:55,2021-10-28 10:29:50,1
"331",2021-10-28 10:29:50,2021-10-28 22:32:15,2
"332",2021-10-28 22:32:15,2021-10-29 10:24:30,1
"333",2021-10-29 10:24:30,2021-10-29 22:47:31,2
"334",2021-10-29 22:47:31,2021-10-30 10:31:31,1
"335",2021-10-30 10:31:31,2021-10-30 22:33:52,2
"336",2021-10-30 22:33:52,2021-10-31 10:21:34,1
"337",2021-10-31 10:21:34,2021-10-31 22:28:52,2
"338",2021-10-31 22:28:52,2021-11-01 10:28:21,1
"339",2021-11-01 10:28:21,2021-11-01 22:38:53,2
"340",2021-11-01 22:38:53,2021-11-02 10:20:52,1
"341",2021-11-02 10:20:52,2021-11-02 22:37:33,2
"342",2021-11-02 22:37:33,2021-11-03 10:15:52,1
"343",2021-11-03 10:15:52,2021-11-03 22:32:54,2
"344",2021-11-03 22:32:54,2021-11-04 10:19:53,1
"345",2021-11-04 10:19:53,2021-11-04 22:38:54,2
"346",2021-11-04 22:38:54,2021-11-05 10:19:53,1
"347",2021-11-05 10:19:53,2021-11-05 22:40:24,2
"348",2021-11-05 22:40:24,2021-11-06 10:19:54,1
"349",2021-11-06 10:19:54,2021-11-06 22:42:01,2
"350",2021-11-06 22:42:01,2021-11-07 10:14:54,1
"351",2021-11-07 10:14:54,2021-11-07 22:33:55,2
"352",2021-11-07 22:33:55,2021-11-08 10:19:54,1
"353",2021-11-08 10:19:54,2021-11-08 22:47:16,2
"354",2021-11-08 22:47:16,2021-11-09 10:24:55,1
"355",2021-11-09 10:24:55,2021-11-09 22:45:26,2
"356",2021-11-09 22:45:26,2021-11-10 10:16:15,1
"357",2021-11-10 10:16:15,2021-11-10 22:47:56,2
"358",2021-11-10 22:47:56,2021-11-11 10:15:56,1
"359",2021-11-11 10:15:56,2021-11-11 22:49:17,2
"360",2021-11-11 22:49:17,2021-11-12 10:23:26,1
"361",2021-11-12 10:23:26,2021-11-12 22:47:57,2
"362",2021-11-12 22:47:57,2021-11-13 10:18:26,1
"363",2021-11-13 10:18:26,2021-11-13 22:53:58,2
"364",2021-11-13 22:53:58,2021-11-14 10:21:37,1
"365",2021-11-14 10:21:37,2021-11-14 22:40:28,2
"366",2021-11-14 22:40:28,2021-11-15 10:21:17,1
"367",2021-11-15 10:21:17,2021-11-15 22:50:29,2
"368",2021-11-15 22:50:29,2021-11-16 10:14:58,1
"369",2021-11-16 10:14:58,2021-11-16 22:42:29,2
"370",2021-11-16 22:42:29,2021-11-17 10:19:58,1
"371",2021-11-17 10:19:58,2021-11-17 22:53:59,2
"372",2021-11-17 22:53:59,2021-11-18 10:24:59,1
"373",2021-11-18 10:24:59,2021-11-18 22:45:30,2
"374",2021-11-18 22:45:30,2021-11-19 10:29:59,1
"375",2021-11-19 10:29:59,2021-11-19 22:47:40,2
"376",2021-11-19 22:47:40,2021-11-20 10:28:29,1
"377",2021-11-20 10:28:29,2021-11-20 22:43:01,2
"378",2021-11-20 22:43:01,2021-11-21 10:24:40,1
"379",2021-11-21 10:24:40,2021-11-21 22:44:01,2
"380",2021-11-21 22:44:01,2021-11-22 10:11:00,1
"381",2021-11-22 10:11:00,2021-11-22 22:47:25,2
"382",2021-11-22 22:47:25,2021-11-23 10:21:01,1
"383",2021-11-23 10:21:01,2021-11-23 22:50:32,2
"384",2021-11-23 22:50:32,2021-11-24 10:15:01,1
"385",2021-11-24 10:15:01,2021-11-24 22:48:26,2
"386",2021-11-24 22:48:26,2021-11-25 10:21:45,1
"387",2021-11-25 10:21:45,2021-11-25 22:43:03,2
"388",2021-11-25 22:43:03,2021-11-26 10:25:02,1
"389",2021-11-26 10:25:02,2021-11-26 23:08:03,2
"390",2021-11-26 23:08:03,2021-11-27 10:08:32,1
"391",2021-11-27 10:08:32,2021-11-27 23:04:04,2
"392",2021-11-27 23:04:04,2021-11-28 10:11:03,1
"393",2021-11-28 10:11:03,2021-11-28 23:08:04,2
"394",2021-11-28 23:08:04,2021-11-29 10:18:33,1
"395",2021-11-29 10:18:33,2021-11-29 23:54:04,2
"396",2021-11-29 23:54:04,2021-11-30 10:05:04,1
"397",2021-11-30 10:05:04,2021-11-30 22:53:05,2
"398",2021-11-30 22:53:05,2021-12-01 10:30:04,1
"399",2021-12-01 10:30:04,2021-12-01 22:44:25,2
"400",2021-12-01 22:44:25,2021-12-02 10:30:04,1
"401",2021-12-02 10:30:04,2021-12-02 22:45:36,2
"402",2021-12-02 22:45:36,2021-12-03 10:31:05,1
"403",2021-12-03 10:31:05,2021-12-03 22:47:46,2
"404",2021-12-03 22:47:46,2021-12-04 10:25:05,1
"405",2021-12-04 10:25:05,2021-12-04 22:57:47,2
"406",2021-12-04 22:57:47,2021-12-05 10:26:06,1
"407",2021-12-05 10:26:06,2021-12-05 22:49:07,2
"408",2021-12-05 22:49:07,2021-12-06 10:25:06,1
"409",2021-12-06 10:25:06,2021-12-06 22:45:37,2
"410",2021-12-06 22:45:37,2021-12-07 10:30:07,1
"411",2021-12-07 10:30:07,2021-12-07 22:58:08,2
"412",2021-12-07 22:58:08,2021-12-08 10:25:07,1
"413",2021-12-08 10:25:07,2021-12-08 22:52:32,2
"414",2021-12-08 22:52:32,2021-12-09 10:33:37,1
"415",2021-12-09 10:33:37,2021-12-09 22:43:54,2
"416",2021-12-09 22:43:54,2021-12-10 10:36:08,1
"417",2021-12-10 10:36:08,2021-12-10 22:57:49,2
"418",2021-12-10 22:57:49,2021-12-11 10:35:08,1
"419",2021-12-11 10:35:08,2021-12-11 22:57:14,2
"420",2021-12-11 22:57:14,2021-12-12 10:30:09,1
"421",2021-12-12 10:30:09,2021-12-12 22:50:40,2
"422",2021-12-12 22:50:40,2021-12-13 10:30:09,1
"423",2021-12-13 10:30:09,2021-12-13 22:48:10,2
"424",2021-12-13 22:48:10,2021-12-14 10:30:09,1
"425",2021-12-14 10:30:09,2021-12-14 22:48:11,2
"426",2021-12-14 22:48:11,2021-12-15 10:31:10,1
"427",2021-12-15 10:31:10,2021-12-15 22:54:11,2
"428",2021-12-15 22:54:11,2021-12-16 10:36:10,1
"429",2021-12-16 10:36:10,2021-12-16 22:54:12,2
"430",2021-12-16 22:54:12,2021-12-17 10:28:41,1
"431",2021-12-17 10:28:41,2021-12-17 22:55:42,2
"432",2021-12-17 22:55:42,2021-12-18 10:35:11,1
"433",2021-12-18 10:35:11,2021-12-18 23:09:12,2
"434",2021-12-18 23:09:12,2021-12-19 10:15:12,1
"435",2021-12-19 10:15:12,2021-12-19 22:54:13,2
"436",2021-12-19 22:54:13,2021-12-20 10:35:27,1
"437",2021-12-20 10:35:27,2021-12-20 23:00:43,2
"438",2021-12-20 23:00:43,2021-12-21 10:41:12,1
"439",2021-12-21 10:41:12,2021-12-21 22:57:38,2
"440",2021-12-21 22:57:38,2021-12-22 10:31:13,1
"441",2021-12-22 10:31:13,2021-12-22 22:52:54,2
"442",2021-12-22 22:52:54,2021-12-23 10:30:13,1
"443",2021-12-23 10:30:13,2021-12-23 22:54:14,2
"444",2021-12-23 22:54:14,2021-12-24 10:35:14,1
"445",2021-12-24 10:35:14,2021-12-24 22:59:15,2
"446",2021-12-24 22:59:15,2021-12-25 10:38:44,1
"447",2021-12-25 10:38:44,2021-12-25 23:02:55,2
"448",2021-12-25 23:02:55,2021-12-26 10:42:05,1
"449",2021-12-26 10:42:05,2021-12-26 22:57:56,2
"450",2021-12-26 22:57:56,2021-12-27 10:26:15,1
