"","tFirst","tSecond","type"
"39",2021-06-19 11:29:26,2021-06-19 21:28:28,2
"40",2021-06-19 21:28:28,2021-06-20 11:29:27,1
"41",2021-06-20 11:29:27,2021-06-20 21:23:35,2
"42",2021-06-20 21:23:35,2021-06-21 11:24:08,1
"43",2021-06-21 11:24:08,2021-06-21 21:26:33,2
"44",2021-06-21 21:26:33,2021-06-22 11:20:28,1
"45",2021-06-22 11:20:28,2021-06-22 21:29:19,2
"46",2021-06-22 21:29:19,2021-06-23 11:10:57,1
"47",2021-06-23 11:10:57,2021-06-23 21:27:00,2
"48",2021-06-23 21:27:00,2021-06-24 11:22:29,1
"49",2021-06-24 11:22:29,2021-06-24 21:28:12,2
"50",2021-06-24 21:28:12,2021-06-25 11:11:18,1
"51",2021-06-25 11:11:18,2021-06-25 21:42:31,2
"52",2021-06-25 21:42:31,2021-06-26 11:21:22,1
"53",2021-06-26 11:21:22,2021-06-26 21:32:01,2
"54",2021-06-26 21:32:01,2021-06-27 11:15:31,1
"55",2021-06-27 11:15:31,2021-06-27 21:52:12,2
"56",2021-06-27 21:52:12,2021-06-28 11:19:31,1
"57",2021-06-28 11:19:31,2021-06-28 21:30:33,2
"58",2021-06-28 21:30:33,2021-06-29 11:20:52,1
"59",2021-06-29 11:20:52,2021-06-29 21:25:48,2
"60",2021-06-29 21:25:48,2021-06-30 11:24:32,1
"61",2021-06-30 11:24:32,2021-06-30 21:36:40,2
"62",2021-06-30 21:36:40,2021-07-01 11:25:33,1
"63",2021-07-01 11:25:33,2021-07-01 21:31:58,2
"64",2021-07-01 21:31:58,2021-07-02 11:24:34,1
"65",2021-07-02 11:24:34,2021-07-02 21:38:35,2
"66",2021-07-02 21:38:35,2021-07-03 11:27:34,1
"67",2021-07-03 11:27:34,2021-07-03 21:42:35,2
"68",2021-07-03 21:42:35,2021-07-04 11:25:35,1
"69",2021-07-04 11:25:35,2021-07-04 21:32:36,2
"70",2021-07-04 21:32:36,2021-07-05 11:26:05,1
"71",2021-07-05 11:26:05,2021-07-05 21:42:36,2
"72",2021-07-05 21:42:36,2021-07-06 11:24:36,1
"73",2021-07-06 11:24:36,2021-07-06 21:42:37,2
"74",2021-07-06 21:42:37,2021-07-07 11:24:36,1
"75",2021-07-07 11:24:36,2021-07-07 21:38:37,2
"76",2021-07-07 21:38:37,2021-07-08 11:26:13,1
"77",2021-07-08 11:26:13,2021-07-08 21:36:47,2
"78",2021-07-08 21:36:47,2021-07-09 11:25:37,1
"79",2021-07-09 11:25:37,2021-07-09 21:36:40,2
"80",2021-07-09 21:36:40,2021-07-10 11:24:38,1
"81",2021-07-10 11:24:38,2021-07-10 21:37:39,2
"82",2021-07-10 21:37:39,2021-07-11 11:29:38,1
"83",2021-07-11 11:29:38,2021-07-11 21:38:25,2
"84",2021-07-11 21:38:25,2021-07-12 11:34:19,1
"85",2021-07-12 11:34:19,2021-07-12 21:36:41,2
"86",2021-07-12 21:36:41,2021-07-13 11:30:39,1
"87",2021-07-13 11:30:39,2021-07-13 21:32:41,2
"88",2021-07-13 21:32:41,2021-07-14 11:29:40,1
"89",2021-07-14 11:29:40,2021-07-14 21:36:43,2
"90",2021-07-14 21:36:43,2021-07-15 11:25:41,1
"91",2021-07-15 11:25:41,2021-07-15 21:41:54,2
"92",2021-07-15 21:41:54,2021-07-16 11:14:41,1
"93",2021-07-16 11:14:41,2021-07-16 21:42:42,2
"94",2021-07-16 21:42:42,2021-07-17 11:19:42,1
"95",2021-07-17 11:19:42,2021-07-17 21:37:13,2
"96",2021-07-17 21:37:13,2021-07-18 11:20:42,1
"97",2021-07-18 11:20:42,2021-07-18 21:53:43,2
"98",2021-07-18 21:53:43,2021-07-19 10:56:19,1
"99",2021-07-19 10:56:19,2021-07-19 22:06:57,2
"100",2021-07-19 22:06:57,2021-07-20 11:14:43,1
"101",2021-07-20 11:14:43,2021-07-20 21:51:48,2
"102",2021-07-20 21:51:48,2021-07-21 11:19:44,1
"103",2021-07-21 11:19:44,2021-07-21 21:41:46,2
"104",2021-07-21 21:41:46,2021-07-22 11:25:44,1
"105",2021-07-22 11:25:44,2021-07-22 21:41:55,2
"106",2021-07-22 21:41:55,2021-07-23 11:20:45,1
"107",2021-07-23 11:20:45,2021-07-23 21:41:56,2
"108",2021-07-23 21:41:56,2021-07-24 11:19:45,1
"109",2021-07-24 11:19:45,2021-07-24 21:46:02,2
"110",2021-07-24 21:46:02,2021-07-25 11:21:16,1
"111",2021-07-25 11:21:16,2021-07-25 21:41:49,2
"112",2021-07-25 21:41:49,2021-07-26 11:26:17,1
"113",2021-07-26 11:26:17,2021-07-26 21:37:08,2
"114",2021-07-26 21:37:08,2021-07-27 11:14:47,1
"115",2021-07-27 11:14:47,2021-07-27 21:46:55,2
"116",2021-07-27 21:46:55,2021-07-28 11:13:48,1
"117",2021-07-28 11:13:48,2021-07-28 21:46:51,2
"118",2021-07-28 21:46:51,2021-07-29 11:17:48,1
"119",2021-07-29 11:17:48,2021-07-29 21:46:52,2
"120",2021-07-29 21:46:52,2021-07-30 11:20:49,1
"121",2021-07-30 11:20:49,2021-07-30 21:42:30,2
"122",2021-07-30 21:42:30,2021-07-31 11:18:19,1
"123",2021-07-31 11:18:19,2021-07-31 21:47:08,2
"124",2021-07-31 21:47:08,2021-08-01 11:09:50,1
"125",2021-08-01 11:09:50,2021-08-01 21:52:51,2
"126",2021-08-01 21:52:51,2021-08-02 11:04:50,1
"127",2021-08-02 11:04:50,2021-08-02 21:42:02,2
"128",2021-08-02 21:42:02,2021-08-03 11:09:51,1
"129",2021-08-03 11:09:51,2021-08-03 21:56:58,2
"130",2021-08-03 21:56:58,2021-08-04 11:43:27,1
"131",2021-08-04 11:43:27,2021-08-04 21:47:53,2
"132",2021-08-04 21:47:53,2021-08-05 10:59:52,1
"133",2021-08-05 10:59:52,2021-08-05 17:41:08,2
"134",2021-08-05 17:41:08,2021-08-05 17:42:37,1
"135",2021-08-05 17:42:37,2021-08-05 21:50:23,2
"136",2021-08-05 21:50:23,2021-08-06 10:54:53,1
"137",2021-08-06 10:54:53,2021-08-06 21:58:54,2
"138",2021-08-06 21:58:54,2021-08-07 11:04:53,1
"139",2021-08-07 11:04:53,2021-08-07 21:57:54,2
"140",2021-08-07 21:57:54,2021-08-08 11:09:54,1
"141",2021-08-08 11:09:54,2021-08-08 21:53:55,2
"142",2021-08-08 21:53:55,2021-08-09 10:56:24,1
"143",2021-08-09 10:56:24,2021-08-09 21:50:25,2
"144",2021-08-09 21:50:25,2021-08-10 11:00:55,1
"145",2021-08-10 11:00:55,2021-08-10 21:52:47,2
"146",2021-08-10 21:52:47,2021-08-11 11:00:55,1
"147",2021-08-11 11:00:55,2021-08-11 21:47:20,2
"148",2021-08-11 21:47:20,2021-08-12 11:09:56,1
"149",2021-08-12 11:09:56,2021-08-12 21:47:09,2
"150",2021-08-12 21:47:09,2021-08-13 11:14:06,1
"151",2021-08-13 11:14:06,2021-08-13 21:48:43,2
"152",2021-08-13 21:48:43,2021-08-14 11:07:57,1
"153",2021-08-14 11:07:57,2021-08-14 21:48:58,2
"154",2021-08-14 21:48:58,2021-08-15 11:11:17,1
"155",2021-08-15 11:11:17,2021-08-15 21:43:59,2
"156",2021-08-15 21:43:59,2021-08-16 11:05:58,1
"157",2021-08-16 11:05:58,2021-08-16 21:47:39,2
"158",2021-08-16 21:47:39,2021-08-17 11:06:19,1
"159",2021-08-17 11:06:19,2021-08-17 21:51:15,2
"160",2021-08-17 21:51:15,2021-08-18 10:59:59,1
"161",2021-08-18 10:59:59,2021-08-18 21:52:08,2
"162",2021-08-18 21:52:08,2021-08-19 11:05:00,1
"163",2021-08-19 11:05:00,2021-08-19 21:52:14,2
"164",2021-08-19 21:52:14,2021-08-20 11:11:40,1
"165",2021-08-20 11:11:40,2021-08-20 21:49:01,2
"166",2021-08-20 21:49:01,2021-08-21 11:05:01,1
"167",2021-08-21 11:05:01,2021-08-21 21:53:02,2
"168",2021-08-21 21:53:02,2021-08-22 11:06:01,1
"169",2021-08-22 11:06:01,2021-08-22 21:48:02,2
"170",2021-08-22 21:48:02,2021-08-23 11:05:02,1
"171",2021-08-23 11:05:02,2021-08-23 21:50:33,2
"172",2021-08-23 21:50:33,2021-08-24 10:56:22,1
"173",2021-08-24 10:56:22,2021-08-24 21:57:14,2
"174",2021-08-24 21:57:14,2021-08-25 11:00:03,1
"175",2021-08-25 11:00:03,2021-08-25 21:48:04,2
"176",2021-08-25 21:48:04,2021-08-26 10:55:03,1
"177",2021-08-26 10:55:03,2021-08-26 21:52:35,2
"178",2021-08-26 21:52:35,2021-08-27 10:51:24,1
"179",2021-08-27 10:51:24,2021-08-27 21:57:22,2
"180",2021-08-27 21:57:22,2021-08-28 11:03:34,1
"181",2021-08-28 11:03:34,2021-08-28 21:53:06,2
"182",2021-08-28 21:53:06,2021-08-29 10:56:05,1
"183",2021-08-29 10:56:05,2021-08-29 21:57:30,2
"184",2021-08-29 21:57:30,2021-08-30 10:55:06,1
"185",2021-08-30 10:55:06,2021-08-30 21:57:47,2
"186",2021-08-30 21:57:47,2021-08-31 10:40:06,1
"187",2021-08-31 10:40:06,2021-08-31 21:57:45,2
"188",2021-08-31 21:57:45,2021-09-01 10:50:07,1
"189",2021-09-01 10:50:07,2021-09-01 21:57:32,2
"190",2021-09-01 21:57:32,2021-09-02 10:53:37,1
"191",2021-09-02 10:53:37,2021-09-02 21:57:48,2
"192",2021-09-02 21:57:48,2021-09-03 10:53:38,1
"193",2021-09-03 10:53:38,2021-09-03 22:09:09,2
"194",2021-09-03 22:09:09,2021-09-04 11:03:08,1
"195",2021-09-04 11:03:08,2021-09-04 22:12:30,2
"196",2021-09-04 22:12:30,2021-09-05 10:57:01,1
"197",2021-09-05 10:57:01,2021-09-05 22:08:34,2
"198",2021-09-05 22:08:34,2021-09-06 11:06:29,1
"199",2021-09-06 11:06:29,2021-09-06 22:34:11,2
"200",2021-09-06 22:34:11,2021-09-07 11:05:25,1
"201",2021-09-07 11:05:25,2021-09-07 22:44:11,2
"202",2021-09-07 22:44:11,2021-09-08 11:00:10,1
"203",2021-09-08 11:00:10,2021-09-08 22:31:12,2
"204",2021-09-08 22:31:12,2021-09-09 11:01:11,1
"205",2021-09-09 11:01:11,2021-09-09 22:31:12,2
"206",2021-09-09 22:31:12,2021-09-10 10:58:12,1
"207",2021-09-10 10:58:12,2021-09-10 22:34:13,2
"208",2021-09-10 22:34:13,2021-09-11 10:51:12,1
"209",2021-09-11 10:51:12,2021-09-11 22:31:28,2
"210",2021-09-11 22:31:28,2021-09-12 11:02:58,1
"211",2021-09-12 11:02:58,2021-09-12 22:34:14,2
"212",2021-09-12 22:34:14,2021-09-13 11:03:43,1
"213",2021-09-13 11:03:43,2021-09-13 22:31:29,2
"214",2021-09-13 22:31:29,2021-09-14 11:02:59,1
"215",2021-09-14 11:02:59,2021-09-14 22:37:19,2
"216",2021-09-14 22:37:19,2021-09-15 11:04:54,1
"217",2021-09-15 11:04:54,2021-09-15 22:36:31,2
"218",2021-09-15 22:36:31,2021-09-16 10:57:00,1
"219",2021-09-16 10:57:00,2021-09-16 22:37:18,2
"220",2021-09-16 22:37:18,2021-09-17 10:53:00,1
"221",2021-09-17 10:53:00,2021-09-17 22:37:49,2
"222",2021-09-17 22:37:49,2021-09-18 11:03:01,1
"223",2021-09-18 11:03:01,2021-09-18 22:43:17,2
"224",2021-09-18 22:43:17,2021-09-19 11:00:16,1
"225",2021-09-19 11:00:16,2021-09-19 22:28:18,2
"226",2021-09-19 22:28:18,2021-09-20 10:58:47,1
"227",2021-09-20 10:58:47,2021-09-20 22:37:27,2
"228",2021-09-20 22:37:27,2021-09-21 10:57:16,1
"229",2021-09-21 10:57:16,2021-09-21 22:37:20,2
"230",2021-09-21 22:37:20,2021-09-22 10:53:18,1
"231",2021-09-22 10:53:18,2021-09-22 22:37:21,2
"232",2021-09-22 22:37:21,2021-09-23 10:52:07,1
"233",2021-09-23 10:52:07,2021-09-23 22:39:20,2
"234",2021-09-23 22:39:20,2021-09-24 10:46:39,1
"235",2021-09-24 10:46:39,2021-09-24 22:37:22,2
"236",2021-09-24 22:37:22,2021-09-25 10:50:20,1
"237",2021-09-25 10:50:20,2021-09-25 22:37:24,2
"238",2021-09-25 22:37:24,2021-09-26 10:55:20,1
"239",2021-09-26 10:55:20,2021-09-26 22:34:42,2
"240",2021-09-26 22:34:42,2021-09-27 10:57:06,1
"241",2021-09-27 10:57:06,2021-09-27 22:37:23,2
"242",2021-09-27 22:37:23,2021-09-28 10:55:36,1
"243",2021-09-28 10:55:36,2021-09-28 22:32:26,2
"244",2021-09-28 22:32:26,2021-09-29 10:47:15,1
"245",2021-09-29 10:47:15,2021-09-29 22:42:25,2
"246",2021-09-29 22:42:25,2021-09-30 10:51:58,1
"247",2021-09-30 10:51:58,2021-09-30 22:35:54,2
"248",2021-09-30 22:35:54,2021-10-01 10:47:18,1
"249",2021-10-01 10:47:18,2021-10-01 22:42:24,2
"250",2021-10-01 22:42:24,2021-10-02 10:45:04,1
"251",2021-10-02 10:45:04,2021-10-02 22:39:25,2
"252",2021-10-02 22:39:25,2021-10-03 10:50:24,1
"253",2021-10-03 10:50:24,2021-10-03 22:37:27,2
"254",2021-10-03 22:37:27,2021-10-04 10:42:18,1
"255",2021-10-04 10:42:18,2021-10-04 22:37:43,2
"256",2021-10-04 22:37:43,2021-10-05 10:51:45,1
"257",2021-10-05 10:51:45,2021-10-05 22:39:08,2
"258",2021-10-05 22:39:08,2021-10-06 10:47:11,1
"259",2021-10-06 10:47:11,2021-10-06 22:35:57,2
"260",2021-10-06 22:35:57,2021-10-07 10:43:11,1
"261",2021-10-07 10:43:11,2021-10-07 22:37:28,2
"262",2021-10-07 22:37:28,2021-10-08 10:47:14,1
"263",2021-10-08 10:47:14,2021-10-08 22:33:52,2
"264",2021-10-08 22:33:52,2021-10-09 10:50:27,1
"265",2021-10-09 10:50:27,2021-10-09 22:30:59,2
"266",2021-10-09 22:30:59,2021-10-10 10:50:28,1
"267",2021-10-10 10:50:28,2021-10-10 22:37:33,2
"268",2021-10-10 22:37:33,2021-10-11 10:38:28,1
"269",2021-10-11 10:38:28,2021-10-11 22:37:33,2
"270",2021-10-11 22:37:33,2021-10-12 10:48:29,1
"271",2021-10-12 10:48:29,2021-10-12 22:37:32,2
"272",2021-10-12 22:37:32,2021-10-13 10:39:29,1
"273",2021-10-13 10:39:29,2021-10-13 22:28:01,2
"274",2021-10-13 22:28:01,2021-10-14 10:42:24,1
"275",2021-10-14 10:42:24,2021-10-14 22:32:33,2
"276",2021-10-14 22:32:33,2021-10-15 10:35:31,1
"277",2021-10-15 10:35:31,2021-10-15 22:42:39,2
"278",2021-10-15 22:42:39,2021-10-16 10:40:31,1
"279",2021-10-16 10:40:31,2021-10-16 22:42:33,2
"280",2021-10-16 22:42:33,2021-10-17 10:37:25,1
"281",2021-10-17 10:37:25,2021-10-17 22:37:34,2
"282",2021-10-17 22:37:34,2021-10-18 10:44:02,1
"283",2021-10-18 10:44:02,2021-10-18 22:34:33,2
"284",2021-10-18 22:34:33,2021-10-19 10:46:53,1
"285",2021-10-19 10:46:53,2021-10-19 22:37:42,2
"286",2021-10-19 22:37:42,2021-10-20 10:32:24,1
"287",2021-10-20 10:32:24,2021-10-20 22:32:37,2
"288",2021-10-20 22:32:37,2021-10-21 10:40:34,1
"289",2021-10-21 10:40:34,2021-10-21 22:42:36,2
"290",2021-10-21 22:42:36,2021-10-22 10:36:54,1
"291",2021-10-22 10:36:54,2021-10-22 22:37:36,2
"292",2021-10-22 22:37:36,2021-10-23 10:40:35,1
"293",2021-10-23 10:40:35,2021-10-23 22:37:41,2
"294",2021-10-23 22:37:41,2021-10-24 10:37:31,1
"295",2021-10-24 10:37:31,2021-10-24 22:34:37,2
"296",2021-10-24 22:34:37,2021-10-25 10:40:36,1
"297",2021-10-25 10:40:36,2021-10-25 22:41:07,2
"298",2021-10-25 22:41:07,2021-10-26 10:30:37,1
"299",2021-10-26 10:30:37,2021-10-26 22:42:39,2
"300",2021-10-26 22:42:39,2021-10-27 10:32:13,1
"301",2021-10-27 10:32:13,2021-10-27 22:37:39,2
"302",2021-10-27 22:37:39,2021-10-28 10:41:38,1
"303",2021-10-28 10:41:38,2021-10-28 22:36:39,2
"304",2021-10-28 22:36:39,2021-10-29 10:40:18,1
"305",2021-10-29 10:40:18,2021-10-29 22:37:40,2
"306",2021-10-29 22:37:40,2021-10-30 10:42:19,1
"307",2021-10-30 10:42:19,2021-10-30 22:34:40,2
"308",2021-10-30 22:34:40,2021-10-31 10:45:57,1
"309",2021-10-31 10:45:57,2021-10-31 22:34:41,2
"310",2021-10-31 22:34:41,2021-11-01 10:41:58,1
"311",2021-11-01 10:41:58,2021-11-01 22:38:51,2
"312",2021-11-01 22:38:51,2021-11-02 10:40:40,1
"313",2021-11-02 10:40:40,2021-11-02 22:39:42,2
"314",2021-11-02 22:39:42,2021-11-03 10:30:41,1
"315",2021-11-03 10:30:41,2021-11-03 22:33:42,2
"316",2021-11-03 22:33:42,2021-11-04 10:37:40,1
"317",2021-11-04 10:37:40,2021-11-04 22:42:43,2
"318",2021-11-04 22:42:43,2021-11-05 10:42:14,1
"319",2021-11-05 10:42:14,2021-11-05 22:38:23,2
"320",2021-11-05 22:38:23,2021-11-06 10:37:41,1
"321",2021-11-06 10:37:41,2021-11-06 22:42:45,2
"322",2021-11-06 22:42:45,2021-11-07 10:42:28,1
"323",2021-11-07 10:42:28,2021-11-07 22:31:59,2
"324",2021-11-07 22:31:59,2021-11-08 10:42:04,1
"325",2021-11-08 10:42:04,2021-11-08 22:35:09,2
"326",2021-11-08 22:35:09,2021-11-09 10:36:20,1
"327",2021-11-09 10:36:20,2021-11-09 22:47:47,2
"328",2021-11-09 22:47:47,2021-11-10 10:37:35,1
"329",2021-11-10 10:37:35,2021-11-10 22:43:46,2
"330",2021-11-10 22:43:46,2021-11-11 10:31:25,1
"331",2021-11-11 10:31:25,2021-11-11 22:46:17,2
"332",2021-11-11 22:46:17,2021-11-12 10:37:43,1
"333",2021-11-12 10:37:43,2021-11-12 22:43:00,2
"334",2021-11-12 22:43:00,2021-11-13 10:39:22,1
"335",2021-11-13 10:39:22,2021-11-13 22:50:38,2
"336",2021-11-13 22:50:38,2021-11-14 10:37:23,1
"337",2021-11-14 10:37:23,2021-11-14 22:44:48,2
"338",2021-11-14 22:44:48,2021-11-15 10:28:47,1
"339",2021-11-15 10:28:47,2021-11-15 23:11:19,2
"340",2021-11-15 23:11:19,2021-11-16 10:37:38,1
"341",2021-11-16 10:37:38,2021-11-16 22:44:49,2
"342",2021-11-16 22:44:49,2021-11-17 10:35:49,1
"343",2021-11-17 10:35:49,2021-11-17 22:47:51,2
"344",2021-11-17 22:47:51,2021-11-18 10:37:43,1
"345",2021-11-18 10:37:43,2021-11-18 22:42:51,2
"346",2021-11-18 22:42:51,2021-11-19 10:42:20,1
"347",2021-11-19 10:42:20,2021-11-19 22:42:59,2
"348",2021-11-19 22:42:59,2021-11-20 10:38:35,1
"349",2021-11-20 10:38:35,2021-11-20 22:44:51,2
"350",2021-11-20 22:44:51,2021-11-21 10:35:51,1
"351",2021-11-21 10:35:51,2021-11-21 22:45:12,2
"352",2021-11-21 22:45:12,2021-11-22 10:38:51,1
"353",2021-11-22 10:38:51,2021-11-22 22:40:16,2
"354",2021-11-22 22:40:16,2021-11-23 10:37:12,1
"355",2021-11-23 10:37:12,2021-11-23 22:42:54,2
"356",2021-11-23 22:42:54,2021-11-24 10:37:06,1
"357",2021-11-24 10:37:06,2021-11-24 22:46:54,2
"358",2021-11-24 22:46:54,2021-11-25 10:32:50,1
"359",2021-11-25 10:32:50,2021-11-25 22:47:55,2
"360",2021-11-25 22:47:55,2021-11-26 10:34:23,1
"361",2021-11-26 10:34:23,2021-11-26 22:55:45,2
"362",2021-11-26 22:55:45,2021-11-27 10:27:41,1
"363",2021-11-27 10:27:41,2021-11-27 22:53:12,2
"364",2021-11-27 22:53:12,2021-11-28 10:30:54,1
"365",2021-11-28 10:30:54,2021-11-28 22:44:38,2
"366",2021-11-28 22:44:38,2021-11-29 10:36:43,1
"367",2021-11-29 10:36:43,2021-11-29 22:43:08,2
"368",2021-11-29 22:43:08,2021-11-30 10:35:36,1
"369",2021-11-30 10:35:36,2021-11-30 22:54:57,2
"370",2021-11-30 22:54:57,2021-12-01 10:40:56,1
"371",2021-12-01 10:40:56,2021-12-01 22:51:27,2
"372",2021-12-01 22:51:27,2021-12-02 10:42:33,1
"373",2021-12-02 10:42:33,2021-12-02 22:57:58,2
"374",2021-12-02 22:57:58,2021-12-03 10:35:57,1
"375",2021-12-03 10:35:57,2021-12-03 22:53:28,2
"376",2021-12-03 22:53:28,2021-12-04 10:35:58,1
"377",2021-12-04 10:35:58,2021-12-04 22:49:59,2
"378",2021-12-04 22:49:59,2021-12-05 10:30:58,1
"379",2021-12-05 10:30:58,2021-12-05 22:53:03,2
"380",2021-12-05 22:53:03,2021-12-06 10:27:49,1
"381",2021-12-06 10:27:49,2021-12-06 22:53:03,2
"382",2021-12-06 22:53:03,2021-12-07 10:45:59,1
"383",2021-12-07 10:45:59,2021-12-07 22:53:08,2
"384",2021-12-07 22:53:08,2021-12-08 10:32:55,1
"385",2021-12-08 10:32:55,2021-12-08 22:58:01,2
"386",2021-12-08 22:58:01,2021-12-09 10:27:54,1
"387",2021-12-09 10:27:54,2021-12-09 22:53:05,2
"388",2021-12-09 22:53:05,2021-12-10 10:36:01,1
"389",2021-12-10 10:36:01,2021-12-10 23:03:03,2
"390",2021-12-10 23:03:03,2021-12-11 10:41:02,1
"391",2021-12-11 10:41:02,2021-12-11 22:58:08,2
"392",2021-12-11 22:58:08,2021-12-12 10:37:02,1
"393",2021-12-12 10:37:02,2021-12-12 22:58:06,2
"394",2021-12-12 22:58:06,2021-12-13 10:32:03,1
"395",2021-12-13 10:32:03,2021-12-13 22:58:08,2
"396",2021-12-13 22:58:08,2021-12-14 10:36:03,1
"397",2021-12-14 10:36:03,2021-12-14 23:03:08,2
"398",2021-12-14 23:03:08,2021-12-15 10:32:55,1
"399",2021-12-15 10:32:55,2021-12-15 22:48:17,2
"400",2021-12-15 22:48:17,2021-12-16 10:47:43,1
"401",2021-12-16 10:47:43,2021-12-16 22:55:26,2
"402",2021-12-16 22:55:26,2021-12-17 10:38:03,1
"403",2021-12-17 10:38:03,2021-12-17 22:58:11,2
"404",2021-12-17 22:58:11,2021-12-18 10:38:02,1
"405",2021-12-18 10:38:02,2021-12-18 23:03:37,2
"406",2021-12-18 23:03:37,2021-12-19 10:41:06,1
"407",2021-12-19 10:41:06,2021-12-19 22:52:22,2
"408",2021-12-19 22:52:22,2021-12-20 10:42:06,1
"409",2021-12-20 10:42:06,2021-12-20 22:58:09,2
"410",2021-12-20 22:58:09,2021-12-21 10:45:47,1
"411",2021-12-21 10:45:47,2021-12-21 22:59:08,2
"412",2021-12-21 22:59:08,2021-12-22 10:50:48,1
"413",2021-12-22 10:50:48,2021-12-22 23:04:09,2
"414",2021-12-22 23:04:09,2021-12-23 10:43:05,1
"415",2021-12-23 10:43:05,2021-12-23 23:04:09,2
"416",2021-12-23 23:04:09,2021-12-24 10:56:09,1
"417",2021-12-24 10:56:09,2021-12-24 22:55:10,2
"418",2021-12-24 22:55:10,2021-12-25 10:52:52,1
"419",2021-12-25 10:52:52,2021-12-25 22:58:13,2
"420",2021-12-25 22:58:13,2021-12-26 10:52:10,1
"421",2021-12-26 10:52:10,2021-12-26 23:00:31,2
"422",2021-12-26 23:00:31,2021-12-27 10:53:02,1
"423",2021-12-27 10:53:02,2021-12-27 23:03:52,2
"424",2021-12-27 23:03:52,2021-12-28 10:57:36,1
"425",2021-12-28 10:57:36,2021-12-28 23:01:42,2
"426",2021-12-28 23:01:42,2021-12-29 10:57:50,1
"427",2021-12-29 10:57:50,2021-12-29 23:03:14,2
"428",2021-12-29 23:03:14,2021-12-30 10:56:30,1
"429",2021-12-30 10:56:30,2021-12-30 23:08:13,2
"430",2021-12-30 23:08:13,2021-12-31 10:57:34,1
"431",2021-12-31 10:57:34,2021-12-31 23:05:14,2
"432",2021-12-31 23:05:14,2022-01-01 10:57:49,1
"433",2022-01-01 10:57:49,2022-01-01 22:58:54,2
"434",2022-01-01 22:58:54,2022-01-02 10:52:50,1
"435",2022-01-02 10:52:50,2022-01-02 23:08:55,2
"436",2022-01-02 23:08:55,2022-01-03 10:57:50,1
"437",2022-01-03 10:57:50,2022-01-03 23:10:15,2
"438",2022-01-03 23:10:15,2022-01-04 10:57:55,1
"439",2022-01-04 10:57:55,2022-01-04 23:05:16,2
"440",2022-01-04 23:05:16,2022-01-05 10:56:15,1
"441",2022-01-05 10:56:15,2022-01-05 23:04:16,2
"442",2022-01-05 23:04:16,2022-01-06 10:59:46,1
"443",2022-01-06 10:59:46,2022-01-06 23:05:17,2
"444",2022-01-06 23:05:17,2022-01-07 11:02:36,1
"445",2022-01-07 11:02:36,2022-01-07 23:05:18,2
"446",2022-01-07 23:05:18,2022-01-08 10:58:11,1
"447",2022-01-08 10:58:11,2022-01-08 23:08:58,2
"448",2022-01-08 23:08:58,2022-01-09 10:57:35,1
"449",2022-01-09 10:57:35,2022-01-09 23:05:04,2
"450",2022-01-09 23:05:04,2022-01-10 11:01:18,1
