"","tFirst","tSecond","type"
"51",2021-06-24 11:30:55,2021-06-24 21:31:11,2
"52",2021-06-24 21:31:11,2021-06-25 11:22:50,1
"53",2021-06-25 11:22:50,2021-06-25 21:33:41,2
"54",2021-06-25 21:33:41,2021-06-26 11:30:56,1
"55",2021-06-26 11:30:56,2021-06-26 21:30:42,2
"56",2021-06-26 21:30:42,2021-06-27 11:24:56,1
"57",2021-06-27 11:24:56,2021-06-27 21:45:52,2
"58",2021-06-27 21:45:52,2021-06-28 11:21:42,1
"59",2021-06-28 11:21:42,2021-06-28 21:28:37,2
"60",2021-06-28 21:28:37,2021-06-29 11:25:57,1
"61",2021-06-29 11:25:57,2021-06-29 21:30:19,2
"62",2021-06-29 21:30:19,2021-06-30 11:29:43,1
"63",2021-06-30 11:29:43,2021-06-30 21:27:38,2
"64",2021-06-30 21:27:38,2021-07-01 11:27:53,1
"65",2021-07-01 11:27:53,2021-07-01 21:28:45,2
"66",2021-07-01 21:28:45,2021-07-02 11:29:44,1
"67",2021-07-02 11:29:44,2021-07-02 21:26:15,2
"68",2021-07-02 21:26:15,2021-07-03 11:31:45,1
"69",2021-07-03 11:31:45,2021-07-03 21:31:16,2
"70",2021-07-03 21:31:16,2021-07-04 11:34:45,1
"71",2021-07-04 11:34:45,2021-07-04 21:28:46,2
"72",2021-07-04 21:28:46,2021-07-05 11:36:01,1
"73",2021-07-05 11:36:01,2021-07-05 21:30:57,2
"74",2021-07-05 21:30:57,2021-07-06 11:36:01,1
"75",2021-07-06 11:36:01,2021-07-06 21:32:17,2
"76",2021-07-06 21:32:17,2021-07-07 11:33:57,1
"77",2021-07-07 11:33:57,2021-07-07 21:27:18,2
"78",2021-07-07 21:27:18,2021-07-08 11:34:17,1
"79",2021-07-08 11:34:17,2021-07-08 21:27:19,2
"80",2021-07-08 21:27:19,2021-07-09 11:34:38,1
"81",2021-07-09 11:34:38,2021-07-09 21:30:49,2
"82",2021-07-09 21:30:49,2021-07-10 11:30:09,1
"83",2021-07-10 11:30:09,2021-07-10 21:34:20,2
"84",2021-07-10 21:34:20,2021-07-11 11:36:19,1
"85",2021-07-11 11:36:19,2021-07-11 21:32:40,2
"86",2021-07-11 21:32:40,2021-07-12 11:37:56,1
"87",2021-07-12 11:37:56,2021-07-12 21:31:01,2
"88",2021-07-12 21:31:01,2021-07-13 11:39:20,1
"89",2021-07-13 11:39:20,2021-07-13 21:30:36,2
"90",2021-07-13 21:30:36,2021-07-14 11:36:51,1
"91",2021-07-14 11:36:51,2021-07-14 21:31:22,2
"92",2021-07-14 21:31:22,2021-07-15 11:36:21,1
"93",2021-07-15 11:36:21,2021-07-15 21:34:37,2
"94",2021-07-15 21:34:37,2021-07-16 11:23:02,1
"95",2021-07-16 11:23:02,2021-07-16 21:33:23,2
"96",2021-07-16 21:33:23,2021-07-17 11:26:52,1
"97",2021-07-17 11:26:52,2021-07-17 21:35:54,2
"98",2021-07-17 21:35:54,2021-07-18 11:24:53,1
"99",2021-07-18 11:24:53,2021-07-18 21:57:24,2
"100",2021-07-18 21:57:24,2021-07-19 11:24:43,1
"101",2021-07-19 11:24:43,2021-07-19 21:42:25,2
"102",2021-07-19 21:42:25,2021-07-20 11:23:04,1
"103",2021-07-20 11:23:04,2021-07-20 21:44:25,2
"104",2021-07-20 21:44:25,2021-07-21 11:30:01,1
"105",2021-07-21 11:30:01,2021-07-21 21:36:36,2
"106",2021-07-21 21:36:36,2021-07-22 11:26:10,1
"107",2021-07-22 11:26:10,2021-07-22 21:40:46,2
"108",2021-07-22 21:40:46,2021-07-23 11:24:26,1
"109",2021-07-23 11:24:26,2021-07-23 21:45:37,2
"110",2021-07-23 21:45:37,2021-07-24 11:23:26,1
"111",2021-07-24 11:23:26,2021-07-24 21:45:44,2
"112",2021-07-24 21:45:44,2021-07-25 11:26:27,1
"113",2021-07-25 11:26:27,2021-07-25 21:36:08,2
"114",2021-07-25 21:36:08,2021-07-26 11:26:57,1
"115",2021-07-26 11:26:57,2021-07-26 21:38:59,2
"116",2021-07-26 21:38:59,2021-07-27 11:19:28,1
"117",2021-07-27 11:19:28,2021-07-27 21:45:39,2
"118",2021-07-27 21:45:39,2021-07-28 11:09:28,1
"119",2021-07-28 11:09:28,2021-07-28 21:44:00,2
"120",2021-07-28 21:44:00,2021-07-29 11:19:29,1
"121",2021-07-29 11:19:29,2021-07-29 21:42:30,2
"122",2021-07-29 21:42:30,2021-07-30 11:23:10,1
"123",2021-07-30 11:23:10,2021-07-30 21:42:31,2
"124",2021-07-30 21:42:31,2021-07-31 11:20:13,1
"125",2021-07-31 11:20:13,2021-07-31 21:47:31,2
"126",2021-07-31 21:47:31,2021-08-01 11:13:31,1
"127",2021-08-01 11:13:31,2021-08-01 21:51:12,2
"128",2021-08-01 21:51:12,2021-08-02 11:08:49,1
"129",2021-08-02 11:08:49,2021-08-02 21:42:53,2
"130",2021-08-02 21:42:53,2021-08-03 11:16:17,1
"131",2021-08-03 11:16:17,2021-08-03 21:59:03,2
"132",2021-08-03 21:59:03,2021-08-04 10:49:52,1
"133",2021-08-04 10:49:52,2021-08-04 22:00:49,2
"134",2021-08-04 22:00:49,2021-08-05 10:54:33,1
"135",2021-08-05 10:54:33,2021-08-05 21:56:34,2
"136",2021-08-05 21:56:34,2021-08-06 10:54:53,1
"137",2021-08-06 10:54:53,2021-08-06 21:54:50,2
"138",2021-08-06 21:54:50,2021-08-07 10:59:24,1
"139",2021-08-07 10:59:24,2021-08-07 21:55:45,2
"140",2021-08-07 21:55:45,2021-08-08 10:59:35,1
"141",2021-08-08 10:59:35,2021-08-08 21:51:36,2
"142",2021-08-08 21:51:36,2021-08-09 10:59:35,1
"143",2021-08-09 10:59:35,2021-08-09 21:52:00,2
"144",2021-08-09 21:52:00,2021-08-10 11:08:36,1
"145",2021-08-10 11:08:36,2021-08-10 21:56:17,2
"146",2021-08-10 21:56:17,2021-08-11 11:09:56,1
"147",2021-08-11 11:09:56,2021-08-11 21:51:06,2
"148",2021-08-11 21:51:06,2021-08-12 11:10:13,1
"149",2021-08-12 11:10:13,2021-08-12 21:50:52,2
"150",2021-08-12 21:50:52,2021-08-13 11:10:28,1
"151",2021-08-13 11:10:28,2021-08-13 21:49:09,2
"152",2021-08-13 21:49:09,2021-08-14 11:06:38,1
"153",2021-08-14 11:06:38,2021-08-14 21:51:03,2
"154",2021-08-14 21:51:03,2021-08-15 11:06:39,1
"155",2021-08-15 11:06:39,2021-08-15 21:41:04,2
"156",2021-08-15 21:41:04,2021-08-16 11:03:39,1
"157",2021-08-16 11:03:39,2021-08-16 21:49:55,2
"158",2021-08-16 21:49:55,2021-08-17 11:08:40,1
"159",2021-08-17 11:08:40,2021-08-17 21:56:05,2
"160",2021-08-17 21:56:05,2021-08-18 11:01:40,1
"161",2021-08-18 11:01:40,2021-08-18 21:55:54,2
"162",2021-08-18 21:55:54,2021-08-19 11:07:41,1
"163",2021-08-19 11:07:41,2021-08-19 21:52:42,2
"164",2021-08-19 21:52:42,2021-08-20 11:10:24,1
"165",2021-08-20 11:10:24,2021-08-20 21:51:43,2
"166",2021-08-20 21:51:43,2021-08-21 11:04:42,1
"167",2021-08-21 11:04:42,2021-08-21 21:51:23,2
"168",2021-08-21 21:51:23,2021-08-22 11:02:12,1
"169",2021-08-22 11:02:12,2021-08-22 21:48:34,2
"170",2021-08-22 21:48:34,2021-08-23 11:03:23,1
"171",2021-08-23 11:03:23,2021-08-23 21:51:24,2
"172",2021-08-23 21:51:24,2021-08-24 11:00:24,1
"173",2021-08-24 11:00:24,2021-08-24 21:58:05,2
"174",2021-08-24 21:58:05,2021-08-25 10:57:14,1
"175",2021-08-25 10:57:14,2021-08-25 21:52:45,2
"176",2021-08-25 21:52:45,2021-08-26 10:59:42,1
"177",2021-08-26 10:59:42,2021-08-26 21:59:16,2
"178",2021-08-26 21:59:16,2021-08-27 10:55:05,1
"179",2021-08-27 10:55:05,2021-08-27 22:01:26,2
"180",2021-08-27 22:01:26,2021-08-28 10:59:01,1
"181",2021-08-28 10:59:01,2021-08-28 21:51:27,2
"182",2021-08-28 21:51:27,2021-08-29 11:00:06,1
"183",2021-08-29 11:00:06,2021-08-29 21:56:18,2
"184",2021-08-29 21:56:18,2021-08-30 10:54:47,1
"185",2021-08-30 10:54:47,2021-08-30 21:59:18,2
"186",2021-08-30 21:59:18,2021-08-31 10:43:47,1
"187",2021-08-31 10:43:47,2021-08-31 22:02:49,2
"188",2021-08-31 22:02:49,2021-09-01 10:53:28,1
"189",2021-09-01 10:53:28,2021-09-01 21:52:34,2
"190",2021-09-01 21:52:34,2021-09-02 10:58:29,1
"191",2021-09-02 10:58:29,2021-09-02 21:52:50,2
"192",2021-09-02 21:52:50,2021-09-03 10:55:19,1
"193",2021-09-03 10:55:19,2021-09-03 21:56:10,2
"194",2021-09-03 21:56:10,2021-09-04 10:55:10,1
"195",2021-09-04 10:55:10,2021-09-04 22:12:36,2
"196",2021-09-04 22:12:36,2021-09-05 10:52:20,1
"197",2021-09-05 10:52:20,2021-09-05 22:13:11,2
"198",2021-09-05 22:13:11,2021-09-06 11:02:21,1
"199",2021-09-06 11:02:21,2021-09-06 22:15:55,2
"200",2021-09-06 22:15:55,2021-09-07 10:59:27,1
"201",2021-09-07 10:59:27,2021-09-07 22:11:03,2
"202",2021-09-07 22:11:03,2021-09-08 10:55:22,1
"203",2021-09-08 10:55:22,2021-09-08 22:11:45,2
"204",2021-09-08 22:11:45,2021-09-09 11:04:52,1
"205",2021-09-09 11:04:52,2021-09-09 22:16:24,2
"206",2021-09-09 22:16:24,2021-09-10 10:40:43,1
"207",2021-09-10 10:40:43,2021-09-10 22:17:18,2
"208",2021-09-10 22:17:18,2021-09-11 11:07:24,1
"209",2021-09-11 11:07:24,2021-09-11 22:25:10,2
"210",2021-09-11 22:25:10,2021-09-12 10:54:54,1
"211",2021-09-12 10:54:54,2021-09-12 22:36:03,2
"212",2021-09-12 22:36:03,2021-09-13 10:55:40,1
"213",2021-09-13 10:55:40,2021-09-13 22:22:49,2
"214",2021-09-13 22:22:49,2021-09-14 11:08:30,1
"215",2021-09-14 11:08:30,2021-09-14 22:43:17,2
"216",2021-09-14 22:43:17,2021-09-15 11:16:41,1
"217",2021-09-15 11:16:41,2021-09-15 22:36:37,2
"218",2021-09-15 22:36:37,2021-09-16 11:02:56,1
"219",2021-09-16 11:02:56,2021-09-16 22:31:40,2
"220",2021-09-16 22:31:40,2021-09-17 11:05:30,1
"221",2021-09-17 11:05:30,2021-09-17 22:36:03,2
"222",2021-09-17 22:36:03,2021-09-18 10:59:57,1
"223",2021-09-18 10:59:57,2021-09-18 23:00:59,2
"224",2021-09-18 23:00:59,2021-09-19 10:58:58,1
"225",2021-09-19 10:58:58,2021-09-19 22:36:05,2
"226",2021-09-19 22:36:05,2021-09-20 11:01:44,1
"227",2021-09-20 11:01:44,2021-09-20 22:36:05,2
"228",2021-09-20 22:36:05,2021-09-21 11:00:46,1
"229",2021-09-21 11:00:46,2021-09-21 22:32:08,2
"230",2021-09-21 22:32:08,2021-09-22 11:03:35,1
"231",2021-09-22 11:03:35,2021-09-22 22:33:21,2
"232",2021-09-22 22:33:21,2021-09-23 10:57:30,1
"233",2021-09-23 10:57:30,2021-09-23 22:28:52,2
"234",2021-09-23 22:28:52,2021-09-24 10:55:21,1
"235",2021-09-24 10:55:21,2021-09-24 22:32:14,2
"236",2021-09-24 22:32:14,2021-09-25 10:55:01,1
"237",2021-09-25 10:55:01,2021-09-25 22:32:03,2
"238",2021-09-25 22:32:03,2021-09-26 10:58:42,1
"239",2021-09-26 10:58:42,2021-09-26 22:28:28,2
"240",2021-09-26 22:28:28,2021-09-27 10:50:56,1
"241",2021-09-27 10:50:56,2021-09-27 22:32:49,2
"242",2021-09-27 22:32:49,2021-09-28 10:54:03,1
"243",2021-09-28 10:54:03,2021-09-28 22:31:26,2
"244",2021-09-28 22:31:26,2021-09-29 10:58:04,1
"245",2021-09-29 10:58:04,2021-09-29 22:33:55,2
"246",2021-09-29 22:33:55,2021-09-30 10:57:04,1
"247",2021-09-30 10:57:04,2021-09-30 22:30:20,2
"248",2021-09-30 22:30:20,2021-10-01 10:51:01,1
"249",2021-10-01 10:51:01,2021-10-01 22:27:36,2
"250",2021-10-01 22:27:36,2021-10-02 10:45:25,1
"251",2021-10-02 10:45:25,2021-10-02 22:33:31,2
"252",2021-10-02 22:33:31,2021-10-03 10:51:51,1
"253",2021-10-03 10:51:51,2021-10-03 22:31:19,2
"254",2021-10-03 22:31:19,2021-10-04 10:51:51,1
"255",2021-10-04 10:51:51,2021-10-04 22:32:50,2
"256",2021-10-04 22:32:50,2021-10-05 10:50:43,1
"257",2021-10-05 10:50:43,2021-10-05 22:37:38,2
"258",2021-10-05 22:37:38,2021-10-06 10:44:08,1
"259",2021-10-06 10:44:08,2021-10-06 22:31:21,2
"260",2021-10-06 22:31:21,2021-10-07 10:42:38,1
"261",2021-10-07 10:42:38,2021-10-07 22:31:17,2
"262",2021-10-07 22:31:17,2021-10-08 10:51:54,1
"263",2021-10-08 10:51:54,2021-10-08 22:32:10,2
"264",2021-10-08 22:32:10,2021-10-09 10:56:54,1
"265",2021-10-09 10:56:54,2021-10-09 22:34:40,2
"266",2021-10-09 22:34:40,2021-10-10 10:52:46,1
"267",2021-10-10 10:52:46,2021-10-10 22:36:17,2
"268",2021-10-10 22:36:17,2021-10-11 10:43:50,1
"269",2021-10-11 10:43:50,2021-10-11 22:36:16,2
"270",2021-10-11 22:36:16,2021-10-12 10:51:56,1
"271",2021-10-12 10:51:56,2021-10-12 22:31:37,2
"272",2021-10-12 22:31:37,2021-10-13 10:37:41,1
"273",2021-10-13 10:37:41,2021-10-13 22:28:33,2
"274",2021-10-13 22:28:33,2021-10-14 10:54:40,1
"275",2021-10-14 10:54:40,2021-10-14 22:31:30,2
"276",2021-10-14 22:31:30,2021-10-15 10:49:20,1
"277",2021-10-15 10:49:20,2021-10-15 22:36:26,2
"278",2021-10-15 22:36:26,2021-10-16 10:42:13,1
"279",2021-10-16 10:42:13,2021-10-16 22:36:16,2
"280",2021-10-16 22:36:16,2021-10-17 10:46:59,1
"281",2021-10-17 10:46:59,2021-10-17 22:36:15,2
"282",2021-10-17 22:36:15,2021-10-18 10:44:14,1
"283",2021-10-18 10:44:14,2021-10-18 22:31:25,2
"284",2021-10-18 22:31:25,2021-10-19 10:48:55,1
"285",2021-10-19 10:48:55,2021-10-19 22:36:19,2
"286",2021-10-19 22:36:19,2021-10-20 10:35:35,1
"287",2021-10-20 10:35:35,2021-10-20 22:33:17,2
"288",2021-10-20 22:33:17,2021-10-21 10:47:01,1
"289",2021-10-21 10:47:01,2021-10-21 22:36:22,2
"290",2021-10-21 22:36:22,2021-10-22 10:48:26,1
"291",2021-10-22 10:48:26,2021-10-22 22:34:48,2
"292",2021-10-22 22:34:48,2021-10-23 10:40:17,1
"293",2021-10-23 10:40:17,2021-10-23 22:40:18,2
"294",2021-10-23 22:40:18,2021-10-24 10:40:43,1
"295",2021-10-24 10:40:43,2021-10-24 22:30:34,2
"296",2021-10-24 22:30:34,2021-10-25 10:40:18,1
"297",2021-10-25 10:40:18,2021-10-25 22:38:39,2
"298",2021-10-25 22:38:39,2021-10-26 10:39:19,1
"299",2021-10-26 10:39:19,2021-10-26 22:34:10,2
"300",2021-10-26 22:34:10,2021-10-27 10:35:49,1
"301",2021-10-27 10:35:49,2021-10-27 22:32:21,2
"302",2021-10-27 22:32:21,2021-10-28 10:39:00,1
"303",2021-10-28 10:39:00,2021-10-28 22:39:21,2
"304",2021-10-28 22:39:21,2021-10-29 10:34:20,1
"305",2021-10-29 10:34:20,2021-10-29 22:35:37,2
"306",2021-10-29 22:35:37,2021-10-30 10:39:21,1
"307",2021-10-30 10:39:21,2021-10-30 22:37:02,2
"308",2021-10-30 22:37:02,2021-10-31 10:37:51,1
"309",2021-10-31 10:37:51,2021-10-31 22:29:13,2
"310",2021-10-31 22:29:13,2021-11-01 10:43:57,1
"311",2021-11-01 10:43:57,2021-11-01 22:34:53,2
"312",2021-11-01 22:34:53,2021-11-02 10:41:15,1
"313",2021-11-02 10:41:15,2021-11-02 22:34:48,2
"314",2021-11-02 22:34:48,2021-11-03 10:25:23,1
"315",2021-11-03 10:25:23,2021-11-03 22:41:24,2
"316",2021-11-03 22:41:24,2021-11-04 10:34:24,1
"317",2021-11-04 10:34:24,2021-11-04 22:37:25,2
"318",2021-11-04 22:37:25,2021-11-05 10:37:09,1
"319",2021-11-05 10:37:09,2021-11-05 22:38:26,2
"320",2021-11-05 22:38:26,2021-11-06 10:34:05,1
"321",2021-11-06 10:34:05,2021-11-06 22:34:56,2
"322",2021-11-06 22:34:56,2021-11-07 10:41:05,1
"323",2021-11-07 10:41:05,2021-11-07 22:36:29,2
"324",2021-11-07 22:36:29,2021-11-08 10:34:26,1
"325",2021-11-08 10:34:26,2021-11-08 22:39:51,2
"326",2021-11-08 22:39:51,2021-11-09 10:44:33,1
"327",2021-11-09 10:44:33,2021-11-09 22:48:28,2
"328",2021-11-09 22:48:28,2021-11-10 10:39:27,1
"329",2021-11-10 10:39:27,2021-11-10 22:44:58,2
"330",2021-11-10 22:44:58,2021-11-11 10:06:27,1
"331",2021-11-11 10:06:27,2021-11-11 22:37:29,2
"332",2021-11-11 22:37:29,2021-11-12 10:36:28,1
"333",2021-11-12 10:36:28,2021-11-12 22:40:44,2
"334",2021-11-12 22:40:44,2021-11-13 10:37:29,1
"335",2021-11-13 10:37:29,2021-11-13 23:00:00,2
"336",2021-11-13 23:00:00,2021-11-14 10:34:29,1
"337",2021-11-14 10:34:29,2021-11-14 22:41:45,2
"338",2021-11-14 22:41:45,2021-11-15 10:27:15,1
"339",2021-11-15 10:27:15,2021-11-15 22:43:31,2
"340",2021-11-15 22:43:31,2021-11-16 10:39:30,1
"341",2021-11-16 10:39:30,2021-11-16 22:39:56,2
"342",2021-11-16 22:39:56,2021-11-17 10:30:31,1
"343",2021-11-17 10:30:31,2021-11-17 22:46:49,2
"344",2021-11-17 22:46:49,2021-11-18 10:34:31,1
"345",2021-11-18 10:34:31,2021-11-18 22:39:33,2
"346",2021-11-18 22:39:33,2021-11-19 10:34:32,1
"347",2021-11-19 10:34:32,2021-11-19 22:39:23,2
"348",2021-11-19 22:39:23,2021-11-20 10:29:33,1
"349",2021-11-20 10:29:33,2021-11-20 22:39:24,2
"350",2021-11-20 22:39:24,2021-11-21 10:42:18,1
"351",2021-11-21 10:42:18,2021-11-21 22:40:49,2
"352",2021-11-21 22:40:49,2021-11-22 10:33:04,1
"353",2021-11-22 10:33:04,2021-11-22 22:41:39,2
"354",2021-11-22 22:41:39,2021-11-23 10:39:49,1
"355",2021-11-23 10:39:49,2021-11-23 22:40:51,2
"356",2021-11-23 22:40:51,2021-11-24 10:37:35,1
"357",2021-11-24 10:37:35,2021-11-24 22:44:26,2
"358",2021-11-24 22:44:26,2021-11-25 10:40:25,1
"359",2021-11-25 10:40:25,2021-11-25 22:41:49,2
"360",2021-11-25 22:41:49,2021-11-26 10:39:16,1
"361",2021-11-26 10:39:16,2021-11-26 22:56:44,2
"362",2021-11-26 22:56:44,2021-11-27 10:33:37,1
"363",2021-11-27 10:33:37,2021-11-27 22:49:02,2
"364",2021-11-27 22:49:02,2021-11-28 10:36:28,1
"365",2021-11-28 10:36:28,2021-11-28 22:51:59,2
"366",2021-11-28 22:51:59,2021-11-29 10:37:38,1
"367",2021-11-29 10:37:38,2021-11-29 22:52:03,2
"368",2021-11-29 22:52:03,2021-11-30 10:39:38,1
"369",2021-11-30 10:39:38,2021-11-30 22:45:54,2
"370",2021-11-30 22:45:54,2021-12-01 10:39:19,1
"371",2021-12-01 10:39:19,2021-12-01 22:51:46,2
"372",2021-12-01 22:51:46,2021-12-02 10:34:39,1
"373",2021-12-02 10:34:39,2021-12-02 22:51:54,2
"374",2021-12-02 22:51:54,2021-12-03 10:36:28,1
"375",2021-12-03 10:36:28,2021-12-03 22:56:41,2
"376",2021-12-03 22:56:41,2021-12-04 10:39:40,1
"377",2021-12-04 10:39:40,2021-12-04 22:46:57,2
"378",2021-12-04 22:46:57,2021-12-05 10:43:11,1
"379",2021-12-05 10:43:11,2021-12-05 22:51:43,2
"380",2021-12-05 22:51:43,2021-12-06 10:38:12,1
"381",2021-12-06 10:38:12,2021-12-06 22:52:43,2
"382",2021-12-06 22:52:43,2021-12-07 10:48:12,1
"383",2021-12-07 10:48:12,2021-12-07 22:57:23,2
"384",2021-12-07 22:57:23,2021-12-08 10:39:43,1
"385",2021-12-08 10:39:43,2021-12-08 22:52:44,2
"386",2021-12-08 22:52:44,2021-12-09 10:38:13,1
"387",2021-12-09 10:38:13,2021-12-09 22:53:44,2
"388",2021-12-09 22:53:44,2021-12-10 10:48:14,1
"389",2021-12-10 10:48:14,2021-12-10 22:54:05,2
"390",2021-12-10 22:54:05,2021-12-11 10:40:44,1
"391",2021-12-11 10:40:44,2021-12-11 23:05:16,2
"392",2021-12-11 23:05:16,2021-12-12 10:35:45,1
"393",2021-12-12 10:35:45,2021-12-12 22:53:46,2
"394",2021-12-12 22:53:46,2021-12-13 10:34:45,1
"395",2021-12-13 10:34:45,2021-12-13 22:57:11,2
"396",2021-12-13 22:57:11,2021-12-14 10:41:26,1
"397",2021-12-14 10:41:26,2021-12-14 22:52:27,2
"398",2021-12-14 22:52:27,2021-12-15 10:39:27,1
"399",2021-12-15 10:39:27,2021-12-15 22:58:48,2
"400",2021-12-15 22:58:48,2021-12-16 10:46:41,1
"401",2021-12-16 10:46:41,2021-12-16 22:57:18,2
"402",2021-12-16 22:57:18,2021-12-17 10:32:33,1
"403",2021-12-17 10:32:33,2021-12-17 23:03:49,2
"404",2021-12-17 23:03:49,2021-12-18 10:43:48,1
"405",2021-12-18 10:43:48,2021-12-18 23:06:52,2
"406",2021-12-18 23:06:52,2021-12-19 10:44:29,1
"407",2021-12-19 10:44:29,2021-12-19 22:55:20,2
"408",2021-12-19 22:55:20,2021-12-20 10:44:49,1
"409",2021-12-20 10:44:49,2021-12-20 23:03:51,2
"410",2021-12-20 23:03:51,2021-12-21 10:44:50,1
"411",2021-12-21 10:44:50,2021-12-21 22:55:21,2
"412",2021-12-21 22:55:21,2021-12-22 10:46:26,1
"413",2021-12-22 10:46:26,2021-12-22 22:56:07,2
"414",2021-12-22 22:56:07,2021-12-23 10:50:06,1
"415",2021-12-23 10:50:06,2021-12-23 22:55:52,2
"416",2021-12-23 22:55:52,2021-12-24 10:56:24,1
"417",2021-12-24 10:56:24,2021-12-24 22:57:13,2
"418",2021-12-24 22:57:13,2021-12-25 10:49:52,1
"419",2021-12-25 10:49:52,2021-12-25 22:58:03,2
"420",2021-12-25 22:58:03,2021-12-26 10:41:13,1
"421",2021-12-26 10:41:13,2021-12-26 22:59:14,2
"422",2021-12-26 22:59:14,2021-12-27 10:50:08,1
"423",2021-12-27 10:50:08,2021-12-27 23:02:35,2
"424",2021-12-27 23:02:35,2021-12-28 10:52:39,1
"425",2021-12-28 10:52:39,2021-12-28 22:58:00,2
"426",2021-12-28 22:58:00,2021-12-29 10:59:54,1
"427",2021-12-29 10:59:54,2021-12-29 23:01:11,2
"428",2021-12-29 23:01:11,2021-12-30 10:51:43,1
"429",2021-12-30 10:51:43,2021-12-30 23:02:06,2
"430",2021-12-30 23:02:06,2021-12-31 10:54:55,1
"431",2021-12-31 10:54:55,2021-12-31 23:08:42,2
"432",2021-12-31 23:08:42,2022-01-01 10:56:16,1
"433",2022-01-01 10:56:16,2022-01-01 23:07:21,2
"434",2022-01-01 23:07:21,2022-01-02 10:55:12,1
"435",2022-01-02 10:55:12,2022-01-02 23:03:58,2
"436",2022-01-02 23:03:58,2022-01-03 10:55:57,1
"437",2022-01-03 10:55:57,2022-01-03 23:10:28,2
"438",2022-01-03 23:10:28,2022-01-04 10:57:43,1
"439",2022-01-04 10:57:43,2022-01-04 22:59:24,2
"440",2022-01-04 22:59:24,2022-01-05 10:55:58,1
"441",2022-01-05 10:55:58,2022-01-05 23:07:40,2
"442",2022-01-05 23:07:40,2022-01-06 10:44:39,1
"443",2022-01-06 10:44:39,2022-01-06 23:04:00,2
"444",2022-01-06 23:04:00,2022-01-07 11:06:35,1
"445",2022-01-07 11:06:35,2022-01-07 23:09:01,2
"446",2022-01-07 23:09:01,2022-01-08 11:00:00,1
"447",2022-01-08 11:00:00,2022-01-08 23:05:31,2
"448",2022-01-08 23:05:31,2022-01-09 10:56:31,1
"449",2022-01-09 10:56:31,2022-01-09 23:08:02,2
"450",2022-01-09 23:08:02,2022-01-10 11:00:01,1
