"","tFirst","tSecond","type"
"46",2021-06-21 21:30:21,2021-06-22 11:07:21,1
"47",2021-06-22 11:07:21,2021-06-22 21:35:42,2
"48",2021-06-22 21:35:42,2021-06-23 11:07:57,1
"49",2021-06-23 11:07:57,2021-06-23 21:28:39,2
"50",2021-06-23 21:28:39,2021-06-24 11:19:52,1
"51",2021-06-24 11:19:52,2021-06-24 21:30:43,2
"52",2021-06-24 21:30:43,2021-06-25 11:21:37,1
"53",2021-06-25 11:21:37,2021-06-25 21:35:43,2
"54",2021-06-25 21:35:43,2021-06-26 11:28:13,1
"55",2021-06-26 11:28:13,2021-06-26 21:30:09,2
"56",2021-06-26 21:30:09,2021-06-27 11:29:08,1
"57",2021-06-27 11:29:08,2021-06-27 21:54:48,2
"58",2021-06-27 21:54:48,2021-06-28 11:25:34,1
"59",2021-06-28 11:25:34,2021-06-28 21:30:45,2
"60",2021-06-28 21:30:45,2021-06-29 11:28:18,1
"61",2021-06-29 11:28:18,2021-06-29 21:28:30,2
"62",2021-06-29 21:28:30,2021-06-30 11:28:01,1
"63",2021-06-30 11:28:01,2021-06-30 21:30:26,2
"64",2021-06-30 21:30:26,2021-07-01 11:28:01,1
"65",2021-07-01 11:28:01,2021-07-01 21:30:11,2
"66",2021-07-01 21:30:11,2021-07-02 11:26:06,1
"67",2021-07-02 11:26:06,2021-07-02 21:29:27,2
"68",2021-07-02 21:29:27,2021-07-03 11:26:41,1
"69",2021-07-03 11:26:41,2021-07-03 21:31:57,2
"70",2021-07-03 21:31:57,2021-07-04 11:27:57,1
"71",2021-07-04 11:27:57,2021-07-04 21:31:58,2
"72",2021-07-04 21:31:58,2021-07-05 11:28:15,1
"73",2021-07-05 11:28:15,2021-07-05 21:30:49,2
"74",2021-07-05 21:30:49,2021-07-06 11:22:58,1
"75",2021-07-06 11:22:58,2021-07-06 21:39:29,2
"76",2021-07-06 21:39:29,2021-07-07 11:30:38,1
"77",2021-07-07 11:30:38,2021-07-07 21:34:00,2
"78",2021-07-07 21:34:00,2021-07-08 11:32:49,1
"79",2021-07-08 11:32:49,2021-07-08 21:29:54,2
"80",2021-07-08 21:29:54,2021-07-09 11:22:59,1
"81",2021-07-09 11:22:59,2021-07-09 21:38:32,2
"82",2021-07-09 21:38:32,2021-07-10 11:25:00,1
"83",2021-07-10 11:25:00,2021-07-10 21:33:55,2
"84",2021-07-10 21:33:55,2021-07-11 11:23:24,1
"85",2021-07-11 11:23:24,2021-07-11 21:35:32,2
"86",2021-07-11 21:35:32,2021-07-12 11:27:31,1
"87",2021-07-12 11:27:31,2021-07-12 21:35:32,2
"88",2021-07-12 21:35:32,2021-07-13 11:33:07,1
"89",2021-07-13 11:33:07,2021-07-13 21:29:13,2
"90",2021-07-13 21:29:13,2021-07-14 11:27:32,1
"91",2021-07-14 11:27:32,2021-07-14 21:32:03,2
"92",2021-07-14 21:32:03,2021-07-15 11:26:32,1
"93",2021-07-15 11:26:32,2021-07-15 21:37:49,2
"94",2021-07-15 21:37:49,2021-07-16 11:17:33,1
"95",2021-07-16 11:17:33,2021-07-16 21:39:14,2
"96",2021-07-16 21:39:14,2021-07-17 11:27:52,1
"97",2021-07-17 11:27:52,2021-07-17 21:40:35,2
"98",2021-07-17 21:40:35,2021-07-18 11:12:54,1
"99",2021-07-18 11:12:54,2021-07-18 22:00:35,2
"100",2021-07-18 22:00:35,2021-07-19 11:16:35,1
"101",2021-07-19 11:16:35,2021-07-19 21:50:56,2
"102",2021-07-19 21:50:56,2021-07-20 11:14:35,1
"103",2021-07-20 11:14:35,2021-07-20 21:49:46,2
"104",2021-07-20 21:49:46,2021-07-21 11:29:21,1
"105",2021-07-21 11:29:21,2021-07-21 21:34:37,2
"106",2021-07-21 21:34:37,2021-07-22 11:25:06,1
"107",2021-07-22 11:25:06,2021-07-22 21:37:07,2
"108",2021-07-22 21:37:07,2021-07-23 11:22:37,1
"109",2021-07-23 11:22:37,2021-07-23 21:42:08,2
"110",2021-07-23 21:42:08,2021-07-24 11:23:17,1
"111",2021-07-24 11:23:17,2021-07-24 21:44:30,2
"112",2021-07-24 21:44:30,2021-07-25 11:22:38,1
"113",2021-07-25 11:22:38,2021-07-25 21:37:39,2
"114",2021-07-25 21:37:39,2021-07-26 11:25:08,1
"115",2021-07-26 11:25:08,2021-07-26 21:40:39,2
"116",2021-07-26 21:40:39,2021-07-27 11:18:09,1
"117",2021-07-27 11:18:09,2021-07-27 21:44:20,2
"118",2021-07-27 21:44:20,2021-07-28 11:12:59,1
"119",2021-07-28 11:12:59,2021-07-28 21:44:40,2
"120",2021-07-28 21:44:40,2021-07-29 11:17:40,1
"121",2021-07-29 11:17:40,2021-07-29 21:45:41,2
"122",2021-07-29 21:45:41,2021-07-30 11:21:40,1
"123",2021-07-30 11:21:40,2021-07-30 21:44:06,2
"124",2021-07-30 21:44:06,2021-07-31 11:16:41,1
"125",2021-07-31 11:16:41,2021-07-31 21:47:12,2
"126",2021-07-31 21:47:12,2021-08-01 11:11:41,1
"127",2021-08-01 11:11:41,2021-08-01 21:47:13,2
"128",2021-08-01 21:47:13,2021-08-02 11:07:42,1
"129",2021-08-02 11:07:42,2021-08-02 21:45:43,2
"130",2021-08-02 21:45:43,2021-08-03 11:12:42,1
"131",2021-08-03 11:12:42,2021-08-03 21:54:44,2
"132",2021-08-03 21:54:44,2021-08-04 10:50:13,1
"133",2021-08-04 10:50:13,2021-08-04 22:01:04,2
"134",2021-08-04 22:01:04,2021-08-05 11:01:23,1
"135",2021-08-05 11:01:23,2021-08-05 21:54:25,2
"136",2021-08-05 21:54:25,2021-08-06 10:48:34,1
"137",2021-08-06 10:48:34,2021-08-06 21:59:45,2
"138",2021-08-06 21:59:45,2021-08-07 11:06:44,1
"139",2021-08-07 11:06:44,2021-08-07 21:58:52,2
"140",2021-08-07 21:58:52,2021-08-08 11:11:25,1
"141",2021-08-08 11:11:25,2021-08-08 21:53:59,2
"142",2021-08-08 21:53:59,2021-08-09 10:53:05,1
"143",2021-08-09 10:53:05,2021-08-09 21:54:47,2
"144",2021-08-09 21:54:47,2021-08-10 11:03:06,1
"145",2021-08-10 11:03:06,2021-08-10 21:58:57,2
"146",2021-08-10 21:58:57,2021-08-11 11:02:47,1
"147",2021-08-11 11:02:47,2021-08-11 21:57:18,2
"148",2021-08-11 21:57:18,2021-08-12 11:01:47,1
"149",2021-08-12 11:01:47,2021-08-12 21:54:12,2
"150",2021-08-12 21:54:12,2021-08-13 11:09:33,1
"151",2021-08-13 11:09:33,2021-08-13 22:04:49,2
"152",2021-08-13 22:04:49,2021-08-14 11:04:48,1
"153",2021-08-14 11:04:48,2021-08-14 21:52:19,2
"154",2021-08-14 21:52:19,2021-08-15 11:10:25,1
"155",2021-08-15 11:10:25,2021-08-15 21:44:50,2
"156",2021-08-15 21:44:50,2021-08-16 11:03:48,1
"157",2021-08-16 11:03:48,2021-08-16 21:49:50,2
"158",2021-08-16 21:49:50,2021-08-17 11:10:20,1
"159",2021-08-17 11:10:20,2021-08-17 21:55:15,2
"160",2021-08-17 21:55:15,2021-08-18 10:57:50,1
"161",2021-08-18 10:57:50,2021-08-18 21:54:31,2
"162",2021-08-18 21:54:31,2021-08-19 10:58:21,1
"163",2021-08-19 10:58:21,2021-08-19 21:50:37,2
"164",2021-08-19 21:50:37,2021-08-20 11:06:51,1
"165",2021-08-20 11:06:51,2021-08-20 21:50:52,2
"166",2021-08-20 21:50:52,2021-08-21 11:05:22,1
"167",2021-08-21 11:05:22,2021-08-21 21:52:23,2
"168",2021-08-21 21:52:23,2021-08-22 11:06:32,1
"169",2021-08-22 11:06:32,2021-08-22 21:54:17,2
"170",2021-08-22 21:54:17,2021-08-23 11:02:53,1
"171",2021-08-23 11:02:53,2021-08-23 21:52:24,2
"172",2021-08-23 21:52:24,2021-08-24 11:01:33,1
"173",2021-08-24 11:01:33,2021-08-24 21:55:55,2
"174",2021-08-24 21:55:55,2021-08-25 11:03:39,1
"175",2021-08-25 11:03:39,2021-08-25 21:52:25,2
"176",2021-08-25 21:52:25,2021-08-26 10:56:34,1
"177",2021-08-26 10:56:34,2021-08-26 21:57:26,2
"178",2021-08-26 21:57:26,2021-08-27 10:52:55,1
"179",2021-08-27 10:52:55,2021-08-27 22:01:16,2
"180",2021-08-27 22:01:16,2021-08-28 11:03:15,1
"181",2021-08-28 11:03:15,2021-08-28 21:54:57,2
"182",2021-08-28 21:54:57,2021-08-29 10:56:56,1
"183",2021-08-29 10:56:56,2021-08-29 21:57:27,2
"184",2021-08-29 21:57:27,2021-08-30 10:51:56,1
"185",2021-08-30 10:51:56,2021-08-30 21:59:28,2
"186",2021-08-30 21:59:28,2021-08-31 10:41:57,1
"187",2021-08-31 10:41:57,2021-08-31 21:59:58,2
"188",2021-08-31 21:59:58,2021-09-01 10:47:57,1
"189",2021-09-01 10:47:57,2021-09-01 21:57:29,2
"190",2021-09-01 21:57:29,2021-09-02 10:56:58,1
"191",2021-09-02 10:56:58,2021-09-02 22:00:59,2
"192",2021-09-02 22:00:59,2021-09-03 10:47:58,1
"193",2021-09-03 10:47:58,2021-09-03 21:59:08,2
"194",2021-09-03 21:59:08,2021-09-04 10:48:56,1
"195",2021-09-04 10:48:56,2021-09-04 21:56:20,2
"196",2021-09-04 21:56:20,2021-09-05 10:49:45,1
"197",2021-09-05 10:49:45,2021-09-05 22:06:01,2
"198",2021-09-05 22:06:01,2021-09-06 10:23:00,1
"199",2021-09-06 10:23:00,2021-09-06 21:44:21,2
"200",2021-09-06 21:44:21,2021-09-07 10:28:59,1
"201",2021-09-07 10:28:59,2021-09-07 21:43:02,2
"202",2021-09-07 21:43:02,2021-09-08 10:28:41,1
"203",2021-09-08 10:28:41,2021-09-08 21:54:40,2
"204",2021-09-08 21:54:40,2021-09-09 10:30:32,1
"205",2021-09-09 10:30:32,2021-09-09 21:47:33,2
"206",2021-09-09 21:47:33,2021-09-10 10:25:32,1
"207",2021-09-10 10:25:32,2021-09-10 21:58:03,2
"208",2021-09-10 21:58:03,2021-09-11 10:32:03,1
"209",2021-09-11 10:32:03,2021-09-11 21:52:28,2
"210",2021-09-11 21:52:28,2021-09-12 10:23:33,1
"211",2021-09-12 10:23:33,2021-09-12 21:55:49,2
"212",2021-09-12 21:55:49,2021-09-13 10:12:04,1
"213",2021-09-13 10:12:04,2021-09-13 21:51:25,2
"214",2021-09-13 21:51:25,2021-09-14 10:18:34,1
"215",2021-09-14 10:18:34,2021-09-14 21:52:35,2
"216",2021-09-14 21:52:35,2021-09-15 10:22:05,1
"217",2021-09-15 10:22:05,2021-09-15 21:51:26,2
"218",2021-09-15 21:51:26,2021-09-16 10:20:35,1
"219",2021-09-16 10:20:35,2021-09-16 21:51:07,2
"220",2021-09-16 21:51:07,2021-09-17 10:18:49,1
"221",2021-09-17 10:18:49,2021-09-17 21:54:15,2
"222",2021-09-17 21:54:15,2021-09-18 10:21:46,1
"223",2021-09-18 10:21:46,2021-09-18 21:48:23,2
"224",2021-09-18 21:48:23,2021-09-19 10:25:37,1
"225",2021-09-19 10:25:37,2021-09-19 21:54:20,2
"226",2021-09-19 21:54:20,2021-09-20 10:23:27,1
"227",2021-09-20 10:23:27,2021-09-20 21:45:33,2
"228",2021-09-20 21:45:33,2021-09-21 10:18:28,1
"229",2021-09-21 10:18:28,2021-09-21 21:50:19,2
"230",2021-09-21 21:50:19,2021-09-22 10:11:48,1
"231",2021-09-22 10:11:48,2021-09-22 21:51:10,2
"232",2021-09-22 21:51:10,2021-09-23 10:21:49,1
"233",2021-09-23 10:21:49,2021-09-23 21:56:10,2
"234",2021-09-23 21:56:10,2021-09-24 10:15:39,1
"235",2021-09-24 10:15:39,2021-09-24 21:55:11,2
"236",2021-09-24 21:55:11,2021-09-25 10:21:50,1
"237",2021-09-25 10:21:50,2021-09-25 21:51:31,2
"238",2021-09-25 21:51:31,2021-09-26 10:18:30,1
"239",2021-09-26 10:18:30,2021-09-26 21:55:12,2
"240",2021-09-26 21:55:12,2021-09-27 10:23:06,1
"241",2021-09-27 10:23:06,2021-09-27 21:51:32,2
"242",2021-09-27 21:51:32,2021-09-28 10:08:47,1
"243",2021-09-28 10:08:47,2021-09-28 21:54:17,2
"244",2021-09-28 21:54:17,2021-09-29 10:12:12,1
"245",2021-09-29 10:12:12,2021-09-29 21:56:13,2
"246",2021-09-29 21:56:13,2021-09-30 10:16:53,1
"247",2021-09-30 10:16:53,2021-09-30 21:59:19,2
"248",2021-09-30 21:59:19,2021-10-01 10:08:03,1
"249",2021-10-01 10:08:03,2021-10-01 21:57:44,2
"250",2021-10-01 21:57:44,2021-10-02 10:12:14,1
"251",2021-10-02 10:12:14,2021-10-02 21:55:15,2
"252",2021-10-02 21:55:15,2021-10-03 10:13:04,1
"253",2021-10-03 10:13:04,2021-10-03 21:57:45,2
"254",2021-10-03 21:57:45,2021-10-04 10:12:30,1
"255",2021-10-04 10:12:30,2021-10-04 21:56:16,2
"256",2021-10-04 21:56:16,2021-10-05 10:10:45,1
"257",2021-10-05 10:10:45,2021-10-05 21:57:46,2
"258",2021-10-05 21:57:46,2021-10-06 10:07:16,1
"259",2021-10-06 10:07:16,2021-10-06 21:58:32,2
"260",2021-10-06 21:58:32,2021-10-07 09:55:01,1
"261",2021-10-07 09:55:01,2021-10-07 22:05:17,2
"262",2021-10-07 22:05:17,2021-10-08 09:42:17,1
"263",2021-10-08 09:42:17,2021-10-08 22:01:18,2
"264",2021-10-08 22:01:18,2021-10-09 10:00:02,1
"265",2021-10-09 10:00:02,2021-10-09 21:57:48,2
"266",2021-10-09 21:57:48,2021-10-10 10:03:38,1
"267",2021-10-10 10:03:38,2021-10-10 22:01:04,2
"268",2021-10-10 22:01:04,2021-10-11 10:03:54,1
"269",2021-10-11 10:03:54,2021-10-11 22:09:26,2
"270",2021-10-11 22:09:26,2021-10-12 09:43:39,1
"271",2021-10-12 09:43:39,2021-10-12 22:19:24,2
"272",2021-10-12 22:19:24,2021-10-13 09:48:55,1
"273",2021-10-13 09:48:55,2021-10-13 22:02:51,2
"274",2021-10-13 22:02:51,2021-10-14 09:38:50,1
"275",2021-10-14 09:38:50,2021-10-14 22:09:41,2
"276",2021-10-14 22:09:41,2021-10-15 09:57:00,1
"277",2021-10-15 09:57:00,2021-10-15 21:57:52,2
"278",2021-10-15 21:57:52,2021-10-16 09:53:21,1
"279",2021-10-16 09:53:21,2021-10-16 22:06:22,2
"280",2021-10-16 22:06:22,2021-10-17 09:52:21,1
"281",2021-10-17 09:52:21,2021-10-17 21:59:32,2
"282",2021-10-17 21:59:32,2021-10-18 09:57:02,1
"283",2021-10-18 09:57:02,2021-10-18 21:59:53,2
"284",2021-10-18 21:59:53,2021-10-19 09:57:22,1
"285",2021-10-19 09:57:22,2021-10-19 22:04:36,2
"286",2021-10-19 22:04:36,2021-10-20 10:00:53,1
"287",2021-10-20 10:00:53,2021-10-20 22:04:59,2
"288",2021-10-20 22:04:59,2021-10-21 09:43:23,1
"289",2021-10-21 09:43:23,2021-10-21 22:11:10,2
"290",2021-10-21 22:11:10,2021-10-22 09:37:24,1
"291",2021-10-22 09:37:24,2021-10-22 22:11:18,2
"292",2021-10-22 22:11:18,2021-10-23 09:45:54,1
"293",2021-10-23 09:45:54,2021-10-23 22:09:49,2
"294",2021-10-23 22:09:49,2021-10-24 09:47:25,1
"295",2021-10-24 09:47:25,2021-10-24 22:14:32,2
"296",2021-10-24 22:14:32,2021-10-25 09:55:56,1
"297",2021-10-25 09:55:56,2021-10-25 22:09:50,2
"298",2021-10-25 22:09:50,2021-10-26 09:53:46,1
"299",2021-10-26 09:53:46,2021-10-26 22:09:59,2
"300",2021-10-26 22:09:59,2021-10-27 09:55:57,1
"301",2021-10-27 09:55:57,2021-10-27 22:07:58,2
"302",2021-10-27 22:07:58,2021-10-28 09:50:57,1
"303",2021-10-28 09:50:57,2021-10-28 22:09:34,2
"304",2021-10-28 22:09:34,2021-10-29 09:50:58,1
"305",2021-10-29 09:50:58,2021-10-29 22:09:39,2
"306",2021-10-29 22:09:39,2021-10-30 09:40:13,1
"307",2021-10-30 09:40:13,2021-10-30 22:10:09,2
"308",2021-10-30 22:10:09,2021-10-31 09:45:59,1
"309",2021-10-31 09:45:59,2021-10-31 22:06:50,2
"310",2021-10-31 22:06:50,2021-11-01 09:48:29,1
"311",2021-11-01 09:48:29,2021-11-01 22:09:53,2
"312",2021-11-01 22:09:53,2021-11-02 09:51:00,1
"313",2021-11-02 09:51:00,2021-11-02 22:08:01,2
"314",2021-11-02 22:08:01,2021-11-03 09:47:30,1
"315",2021-11-03 09:47:30,2021-11-03 22:14:33,2
"316",2021-11-03 22:14:33,2021-11-04 09:44:16,1
"317",2021-11-04 09:44:16,2021-11-04 22:14:56,2
"318",2021-11-04 22:14:56,2021-11-05 09:48:21,1
"319",2021-11-05 09:48:21,2021-11-05 22:11:18,2
"320",2021-11-05 22:11:18,2021-11-06 09:47:32,1
"321",2021-11-06 09:47:32,2021-11-06 22:19:50,2
"322",2021-11-06 22:19:50,2021-11-07 09:44:02,1
"323",2021-11-07 09:44:02,2021-11-07 22:24:36,2
"324",2021-11-07 22:24:36,2021-11-08 09:33:53,1
"325",2021-11-08 09:33:53,2021-11-08 22:15:34,2
"326",2021-11-08 22:15:34,2021-11-09 09:37:33,1
"327",2021-11-09 09:37:33,2021-11-09 22:19:55,2
"328",2021-11-09 22:19:55,2021-11-10 09:43:34,1
"329",2021-11-10 09:43:34,2021-11-10 22:15:05,2
"330",2021-11-10 22:15:05,2021-11-11 09:42:34,1
"331",2021-11-11 09:42:34,2021-11-11 22:19:43,2
"332",2021-11-11 22:19:43,2021-11-12 09:31:05,1
"333",2021-11-12 09:31:05,2021-11-12 22:20:18,2
"334",2021-11-12 22:20:18,2021-11-13 09:43:11,1
"335",2021-11-13 09:43:11,2021-11-13 22:14:54,2
"336",2021-11-13 22:14:54,2021-11-14 09:43:44,1
"337",2021-11-14 09:43:44,2021-11-14 22:13:52,2
"338",2021-11-14 22:13:52,2021-11-15 09:43:36,1
"339",2021-11-15 09:43:36,2021-11-15 22:20:06,2
"340",2021-11-15 22:20:06,2021-11-16 09:38:57,1
"341",2021-11-16 09:38:57,2021-11-16 22:15:58,2
"342",2021-11-16 22:15:58,2021-11-17 09:42:17,1
"343",2021-11-17 09:42:17,2021-11-17 22:15:09,2
"344",2021-11-17 22:15:09,2021-11-18 09:42:38,1
"345",2021-11-18 09:42:38,2021-11-18 22:16:39,2
"346",2021-11-18 22:16:39,2021-11-19 09:42:39,1
"347",2021-11-19 09:42:39,2021-11-19 22:20:01,2
"348",2021-11-19 22:20:01,2021-11-20 09:41:09,1
"349",2021-11-20 09:41:09,2021-11-20 22:20:00,2
"350",2021-11-20 22:20:00,2021-11-21 09:41:10,1
"351",2021-11-21 09:41:10,2021-11-21 22:16:26,2
"352",2021-11-21 22:16:26,2021-11-22 09:22:40,1
"353",2021-11-22 09:22:40,2021-11-22 22:30:51,2
"354",2021-11-22 22:30:51,2021-11-23 09:34:17,1
"355",2021-11-23 09:34:17,2021-11-23 22:25:02,2
"356",2021-11-23 22:25:02,2021-11-24 09:38:41,1
"357",2021-11-24 09:38:41,2021-11-24 22:24:59,2
"358",2021-11-24 22:24:59,2021-11-25 09:47:57,1
"359",2021-11-25 09:47:57,2021-11-25 22:21:28,2
"360",2021-11-25 22:21:28,2021-11-26 09:43:42,1
"361",2021-11-26 09:43:42,2021-11-26 22:25:43,2
"362",2021-11-26 22:25:43,2021-11-27 09:44:13,1
"363",2021-11-27 09:44:13,2021-11-27 22:25:36,2
"364",2021-11-27 22:25:36,2021-11-28 09:47:43,1
"365",2021-11-28 09:47:43,2021-11-28 22:25:30,2
"366",2021-11-28 22:25:30,2021-11-29 09:46:14,1
"367",2021-11-29 09:46:14,2021-11-29 22:21:30,2
"368",2021-11-29 22:21:30,2021-11-30 09:42:24,1
"369",2021-11-30 09:42:24,2021-11-30 22:29:53,2
"370",2021-11-30 22:29:53,2021-12-01 09:47:25,1
"371",2021-12-01 09:47:25,2021-12-01 22:29:01,2
"372",2021-12-01 22:29:01,2021-12-02 09:41:15,1
"373",2021-12-02 09:41:15,2021-12-02 22:30:11,2
"374",2021-12-02 22:30:11,2021-12-03 09:27:46,1
"375",2021-12-03 09:27:46,2021-12-03 22:29:56,2
"376",2021-12-03 22:29:56,2021-12-04 09:24:33,1
"377",2021-12-04 09:24:33,2021-12-04 22:27:08,2
"378",2021-12-04 22:27:08,2021-12-05 09:38:23,1
"379",2021-12-05 09:38:23,2021-12-05 22:29:53,2
"380",2021-12-05 22:29:53,2021-12-06 09:41:17,1
"381",2021-12-06 09:41:17,2021-12-06 22:29:57,2
"382",2021-12-06 22:29:57,2021-12-07 09:38:03,1
"383",2021-12-07 09:38:03,2021-12-07 22:34:52,2
"384",2021-12-07 22:34:52,2021-12-08 09:44:08,1
"385",2021-12-08 09:44:08,2021-12-08 22:31:14,2
"386",2021-12-08 22:31:14,2021-12-09 09:33:39,1
"387",2021-12-09 09:33:39,2021-12-09 22:31:00,2
"388",2021-12-09 22:31:00,2021-12-10 09:32:49,1
"389",2021-12-10 09:32:49,2021-12-10 22:35:26,2
"390",2021-12-10 22:35:26,2021-12-11 09:37:50,1
"391",2021-12-11 09:37:50,2021-12-11 22:35:37,2
"392",2021-12-11 22:35:37,2021-12-12 09:39:33,1
"393",2021-12-12 09:39:33,2021-12-12 22:40:31,2
"394",2021-12-12 22:40:31,2021-12-13 09:39:21,1
"395",2021-12-13 09:39:21,2021-12-13 22:35:30,2
"396",2021-12-13 22:35:30,2021-12-14 09:39:22,1
"397",2021-12-14 09:39:22,2021-12-14 22:40:01,2
"398",2021-12-14 22:40:01,2021-12-15 09:39:12,1
"399",2021-12-15 09:39:12,2021-12-15 22:40:14,2
"400",2021-12-15 22:40:14,2021-12-16 09:42:53,1
"401",2021-12-16 09:42:53,2021-12-16 22:50:45,2
"402",2021-12-16 22:50:45,2021-12-17 09:37:53,1
"403",2021-12-17 09:37:53,2021-12-17 22:55:26,2
"404",2021-12-17 22:55:26,2021-12-18 09:42:54,1
"405",2021-12-18 09:42:54,2021-12-18 22:49:58,2
"406",2021-12-18 22:49:58,2021-12-19 09:38:54,1
"407",2021-12-19 09:38:54,2021-12-19 23:05:07,2
"408",2021-12-19 23:05:07,2021-12-20 09:17:55,1
"409",2021-12-20 09:17:55,2021-12-20 23:00:48,2
"410",2021-12-20 23:00:48,2021-12-21 09:32:55,1
"411",2021-12-21 09:32:55,2021-12-21 22:45:16,2
"412",2021-12-21 22:45:16,2021-12-22 09:32:56,1
"413",2021-12-22 09:32:56,2021-12-22 22:45:32,2
"414",2021-12-22 22:45:32,2021-12-23 09:41:26,1
"415",2021-12-23 09:41:26,2021-12-23 22:50:50,2
"416",2021-12-23 22:50:50,2021-12-24 09:39:17,1
"417",2021-12-24 09:39:17,2021-12-24 22:50:02,2
"418",2021-12-24 22:50:02,2021-12-25 09:34:45,1
"419",2021-12-25 09:34:45,2021-12-25 22:50:59,2
"420",2021-12-25 22:50:59,2021-12-26 09:29:18,1
"421",2021-12-26 09:29:18,2021-12-26 22:54:14,2
"422",2021-12-26 22:54:14,2021-12-27 09:43:13,1
"423",2021-12-27 09:43:13,2021-12-27 22:50:15,2
"424",2021-12-27 22:50:15,2021-12-28 09:52:39,1
"425",2021-12-28 09:52:39,2021-12-28 22:48:30,2
"426",2021-12-28 22:48:30,2021-12-29 09:49:44,1
"427",2021-12-29 09:49:44,2021-12-29 22:55:08,2
"428",2021-12-29 22:55:08,2021-12-30 09:54:36,1
"429",2021-12-30 09:54:36,2021-12-30 22:45:41,2
"430",2021-12-30 22:45:41,2021-12-31 09:53:00,1
"431",2021-12-31 09:53:00,2021-12-31 22:52:02,2
"432",2021-12-31 22:52:02,2022-01-01 09:53:16,1
"433",2022-01-01 09:53:16,2022-01-01 22:45:10,2
"434",2022-01-01 22:45:10,2022-01-02 09:43:51,1
"435",2022-01-02 09:43:51,2022-01-02 22:50:06,2
"436",2022-01-02 22:50:06,2022-01-03 09:48:02,1
"437",2022-01-03 09:48:02,2022-01-03 22:45:24,2
"438",2022-01-03 22:45:24,2022-01-04 09:44:20,1
"439",2022-01-04 09:44:20,2022-01-04 22:50:25,2
"440",2022-01-04 22:50:25,2022-01-05 09:53:03,1
"441",2022-01-05 09:53:03,2022-01-05 22:45:30,2
"442",2022-01-05 22:45:30,2022-01-06 09:48:04,1
"443",2022-01-06 09:48:04,2022-01-06 22:50:23,2
"444",2022-01-06 22:50:23,2022-01-07 09:44:04,1
"445",2022-01-07 09:44:04,2022-01-07 22:50:07,2
"446",2022-01-07 22:50:07,2022-01-08 09:44:25,1
"447",2022-01-08 09:44:25,2022-01-08 22:50:08,2
"448",2022-01-08 22:50:08,2022-01-09 09:43:05,1
"449",2022-01-09 09:43:05,2022-01-09 22:55:26,2
"450",2022-01-09 22:55:26,2022-01-10 09:44:06,1
